angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000
4.167470,J033921.06+545022.3,54.8377588,+54.8395302,0.0661,0.0633,140.1,13.921,13.834,12.633,8.900,15.184,14.514,14.125,0.029,0.039,,,0.043,0.049,0.052,536154501351050404,hh00,0,11nn,AAUU,81,122,377,127,0.185,54.8384413842843,13.3091925389575
1.091603,J033837.21+543916.3,54.6550775,+54.6545280,0.0589,0.0583,161.5,13.900,13.948,12.305,9.089,15.341,14.652,14.367,0.028,0.039,,,0.051,0.061,0.066,536154501351026954,0000,1,00nn,AAUU,97,109,167,112,0.483,54.6545554579466,13.5325557957032
2.162172,J033833.66+543820.9,54.6402645,+54.6391490,0.0426,0.0407,19.1,12.119,12.054,12.463,9.210,13.363,12.764,12.464,0.024,0.023,0.417,,0.027,0.037,0.033,536154501351026617,0000,0,11nn,AACU,7,49,55,50,0.098,54.6396195487547,13.6264873531458
4.121133,J034129.28+552223.7,55.3720100,+55.3732532,0.0581,0.0537,70.7,13.098,13.044,11.367,8.833,14.703,13.816,13.416,0.028,0.034,0.159,,0.032,0.045,0.037,559156001351008176,0000,0,nnnn,AABU,137,75,30,79,0.214,55.3737896986574,13.7328158350454
3.221215,J034112.04+551754.6,55.3002006,+55.2985189,0.1182,0.1109,130.3,15.247,15.491,12.720,8.950,16.785,15.816,15.171,0.042,0.115,0.468,,0.150,0.152,0.134,559156001351009226,hh00,0,1nnn,ABCU,-296,348,68,360,0.455,55.2992166611563,13.9276462469046
1.270430,J033755.34+542852.1,54.4805973,+54.4811650,0.0740,0.0649,148.1,13.894,13.892,12.513,9.008,14.917,14.253,14.056,0.031,0.041,,,0.038,0.049,0.055,536154501351026740,0000,0,nnnn,AAUU,,,,,0.454,54.4808420100723,13.7329993441524
1.934082,J033903.73+544558.1,54.7655730,+54.7661468,0.0841,0.0794,127.5,14.753,14.650,12.808,9.293,15.988,15.112,14.805,0.034,0.058,,,0.080,0.075,0.088,536154501351050814,0000,0,11nn,AAUU,11,204,-469,212,0.156,54.7663970499906,13.9286076295309
4.769573,J033815.40+543357.9,54.5641940,+54.5660911,0.1663,0.1443,121.7,15.905,16.503,12.033,8.579,,,,0.054,0.249,,,,,,536154501351028175,0000,0,nnnn,ABUU,288,513,164,545,,54.5664114032672,14.1965179752373
4.955922,J033909.33+544710.5,54.7888780,+54.7862706,0.1375,0.1287,129.4,15.557,16.283,12.731,8.799,16.557,15.885,15.437,0.046,0.217,,,0.108,0.156,0.157,536154501351051373,00O0,0,0nnn,ABUU,71,414,266,427,0.311,54.7873074857901,14.2878580444506
3.211832,J033921.06+545022.3,54.8377588,+54.8395302,0.0661,0.0633,140.1,13.921,13.834,12.633,8.900,15.184,14.514,14.125,0.029,0.039,,,0.043,0.049,0.052,536154501351050404,hh00,0,11nn,AAUU,81,122,377,127,0.185,54.8389847865313,14.3656943556589
3.324611,J034423.08+560550.0,56.0961752,+56.0972422,0.0401,0.0379,22.1,9.341,9.398,9.273,9.195,11.219,10.050,9.633,0.025,0.022,0.030,0.532,0.021,0.017,0.015,559156001351030985,dd00,0,000n,AAAC,-55,35,-96,34,0.120,56.0976556491514,14.5767027911351
4.892448,J034359.91+560007.7,55.9996637,+56.0021568,0.0645,0.0615,134.1,14.353,14.415,12.432,9.154,15.507,14.984,14.690,0.028,0.045,,,0.056,0.095,0.102,559156001351033068,hh00,0,00nn,AAUU,-18,140,109,147,0.244,56.0010346116583,14.6226595634454
4.801247,J034121.64+552033.3,55.3401811,+55.3425914,0.3511,0.3193,125.1,16.711,17.105,12.805,8.246,,,,0.107,,,,,,,559156001351010270,0000,0,0nnn,AUUU,1817,1431,-1154,1442,,55.3414815337614,14.5669137948027
3.160059,J034210.29+553228.4,55.5428895,+55.5412344,0.0718,0.0673,134.4,14.208,14.212,12.215,9.089,15.151,14.428,14.206,0.031,0.049,,,0.041,0.053,0.064,559156001351008511,hh00,0,11nn,AAUU,33,150,-191,157,0.060,55.5419193954337,14.7102046418853
2.854391,J034326.78+555146.8,55.8616116,+55.8630099,0.1108,0.1026,124.3,15.262,15.304,11.918,8.980,,,,0.040,0.097,,,,,,559156001351019195,0000,0,0nnn,AAUU,-589,333,-590,347,,55.8630242815004,14.8099243809181
3.553518,J033614.28+540338.6,54.0595078,+54.0607322,0.0631,0.0618,137.3,14.169,14.132,11.754,8.394,15.259,14.570,14.454,0.029,0.042,0.253,,0.059,0.054,0.079,536154501351021826,0h00,1,11nn,AABU,128,135,244,139,0.680,54.0597558928186,14.0079763800223
4.218143,J033805.26+543111.1,54.5219169,+54.5197706,0.1583,0.1419,129.2,15.811,15.638,12.617,8.685,16.980,15.946,15.553,0.055,0.121,,,0.186,0.171,0.194,536154501351028015,0000,0,nnnn,ABUU,-689,470,27,486,0.136,54.5207098006591,14.3710996615124
4.505922,J033814.45+543327.9,54.5602208,+54.5577774,0.0703,0.0667,129.4,14.355,14.450,12.188,8.930,15.420,14.842,14.505,0.030,0.051,0.379,0.484,0.052,0.064,0.068,536154501351027128,0000,0,11nn,AACC,-90,153,63,157,0.342,54.5586115145166,14.5625435372249
2.470753,J033531.26+535246.3,53.8802779,+53.8795517,0.0878,0.0841,135.8,14.753,15.017,12.549,8.699,15.893,15.080,15.004,0.034,0.079,,,0.072,0.076,0.099,536154501351006612,0000,0,11nn,AAUU,97,205,-134,212,0.066,53.880237618626,14.5458110720228
4.557087,J033543.56+535558.2,53.9315203,+53.9328490,0.1075,0.0996,127.7,15.299,15.300,11.868,8.991,16.497,15.651,15.092,0.040,0.093,,,0.150,0.140,0.167,536154501351003725,0000,0,0nnn,AAUU,-684,314,507,330,0.363,53.9315836818307,14.7033547431433
4.609595,J033857.69+544434.3,54.7404088,+54.7428884,0.2312,0.2111,121.4,16.356,16.990,12.732,8.986,,,,0.072,,,,,,,536154501351051841,0000,0,0nnn,AUUU,-824,807,733,852,,54.7425463579241,14.6029467615943
3.767583,J033842.59+544044.2,54.6774685,+54.6789685,0.2107,0.1935,120.8,16.263,17.073,12.671,8.970,,,,0.068,0.455,,,,,,536154501351051813,0000,0,1nnn,ACUU,-143,757,-236,788,,54.6779614945796,14.8255502953154
3.923515,J033839.84+543951.5,54.6660172,+54.6643123,0.1801,0.1615,130.2,15.864,16.984,12.570,8.833,,,,0.058,0.419,,,,,,536154501351028104,0000,0,0nnn,ACUU,269,572,193,589,,54.6641530238199,14.9361671563309
3.123194,J033855.51+544346.8,54.7313106,+54.7296671,0.2516,0.2329,121.8,16.545,15.706,12.086,8.786,,,,0.088,0.136,,,,,,536154501351051794,0000,0,0nnn,ABUU,1345,914,-66,951,,54.7298373959385,14.9334517741897
3.460905,J034050.19+551227.1,55.2091424,+55.2075521,0.1139,0.1044,126.8,15.104,14.948,12.362,8.868,16.379,15.530,15.170,0.042,0.086,,,0.139,0.161,0.164,561154501351061271,0000,0,00nn,AAUU,161,299,107,311,0.238,55.2084207845331,15.2317306132861
4.880827,J033741.93+542522.8,54.4247241,+54.4230235,0.0475,0.0468,179.1,12.866,12.902,12.526,8.902,14.475,13.453,13.047,0.025,0.027,0.487,,0.029,0.035,0.029,536154501351026707,0000,0,11nn,AACU,78,66,26,68,0.072,54.422544238846,15.1712551550133
4.025849,J033805.26+543111.1,54.5219169,+54.5197706,0.1583,0.1419,129.2,15.811,15.638,12.617,8.685,16.980,15.946,15.553,0.055,0.121,,,0.186,0.171,0.194,536154501351028015,0000,0,nnnn,ABUU,-689,470,27,486,0.136,54.5200522881702,15.3183225719861
4.252997,J033941.42+545525.8,54.9226182,+54.9238387,0.0536,0.0520,150.8,13.268,13.288,12.066,8.628,15.091,13.996,13.588,0.027,0.031,,,0.049,0.045,0.044,561154501351038695,0000,0,11nn,AAUU,3,80,-138,83,0.192,54.9226575033722,15.390165455137
1.695880,J034010.60+550239.6,55.0442072,+55.0443526,0.1923,0.1721,112.3,16.230,16.902,12.352,8.939,,,,0.060,,,,,,,561154501351062293,0h00,0,0nnn,AUUU,238,704,648,768,,55.0447205685876,15.4387302005612
3.901906,J033849.90+544235.5,54.7079422,+54.7098881,0.1535,0.1424,127.9,15.828,17.090,12.351,8.871,,,,0.051,0.448,,,,,,536154501351051576,0000,0,0nnn,ACUU,403,524,-775,544,,54.7098139665359,15.3516139665012
0.225822,J032914.11+521831.4,52.3088197,+52.3087266,0.1083,0.1009,120.2,15.164,15.157,11.998,9.225,16.147,15.477,15.088,0.041,0.082,,,0.105,0.138,0.119,517153001351003744,0000,0,00nn,AAUU,-185,276,55,289,0.355,52.3087858308477,13.5926760383004
1.661768,J032821.94+520529.7,52.0914427,+52.0915944,0.1060,0.0991,114.0,15.284,15.385,12.752,8.961,16.666,15.910,15.360,0.039,0.099,,,0.184,0.221,0.184,524151401351059935,0000,0,0nnn,AAUU,-67,277,825,299,0.944,52.0919402648058,13.5663511024501
2.165027,J032821.94+520529.7,52.0914427,+52.0915944,0.1060,0.0991,114.0,15.284,15.385,12.752,8.961,16.666,15.910,15.360,0.039,0.099,,,0.184,0.221,0.184,524151401351059935,0000,0,0nnn,AAUU,-67,277,825,299,0.944,52.0920607510768,13.5823986811842
1.035741,J032931.57+522252.6,52.3815533,+52.3813016,0.0983,0.0934,129.7,15.052,15.235,12.368,9.092,16.240,15.180,15.763,0.037,0.085,,,0.109,,,517153001351003595,0000,0,0nnn,AAUU,323,250,70,256,1.816,52.3811513339651,13.9433222065908
2.778489,J032940.70+522506.0,52.4195983,+52.4183548,0.0347,0.0333,2.6,8.019,8.073,7.987,8.510,9.051,8.379,8.142,0.023,0.022,0.020,0.376,0.022,0.029,0.024,517153001351002596,0000,0,110n,AAAC,-45,36,-32,34,0.133,52.4183333546739,13.9832642819965
2.937063,J033201.74+530024.8,53.0072728,+53.0069039,0.3128,0.2825,117.6,16.911,16.363,12.162,9.068,,,,0.102,0.226,,,,,,517153001351029432,0000,0,nnnn,ABUU,412,1248,-2590,1333,,53.006322176105,14.2156160816848
4.473771,J033122.73+525049.5,52.8447300,+52.8471100,0.1206,0.1117,129.5,15.323,15.536,12.617,8.814,16.267,15.738,15.382,0.044,0.111,,,0.097,0.138,0.135,517153001351028535,0000,0,0nnn,ABUU,185,319,520,335,0.082,52.8466233698281,14.4156164034351
3.882731,J033106.26+524633.0,52.7761163,+52.7758452,0.1312,0.1194,126.8,15.563,15.926,12.564,9.026,16.384,15.589,15.501,0.047,0.155,,,0.124,0.130,0.157,517153001351025927,0000,0,0nnn,ABUU,-596,395,153,413,0.342,52.7768328231657,14.5134948358513
3.833980,J032847.96+521152.1,52.1998395,+52.1978059,0.1607,0.1494,114.4,15.901,17.306,12.658,8.496,,,,0.053,,,,,,,524151401351057780,0000,0,0nnn,AUUU,296,527,-363,557,,52.1983018785632,14.4306697621385
3.879189,J032607.43+513149.7,51.5309693,+51.5304827,0.1917,0.1813,120.9,16.137,16.877,12.503,9.108,,,,0.063,0.355,,,,,,524151401351037422,0000,0,0nnn,ABUU,874,657,232,681,,51.5297299247984,14.1115054782892
3.243880,J032739.24+515449.6,51.9135091,+51.9137849,0.1045,0.0976,114.0,15.898,14.363,9.910,6.345,,,,0.062,0.049,0.053,0.053,,,,524151401351041867,0000,0,0000,AAAA,335,299,-379,311,,51.9144658530985,14.38568896789
4.735966,J032332.45+505302.2,50.8852327,+50.8839623,0.7125,0.6330,125.2,17.546,17.327,12.317,8.626,,,,0.214,,,,,,,500151401351002167,0000,0,nnnn,BUUU,-346,2780,-1365,2956,,50.8833704260811,14.2913245980732
1.738767,J032438.18+510932.2,51.1590955,+51.1589609,0.2271,0.2071,118.1,16.451,16.620,12.587,9.044,,,,0.072,,,,,,,500151401351025896,0000,0,0nnn,AUUU,461,830,-82,871,,51.158594225767,14.8178536826595
4.067620,J032430.72+510734.3,51.1280185,+51.1261972,0.0564,0.0547,150.8,13.863,13.992,12.004,9.133,14.670,14.094,13.958,0.026,0.039,,,0.033,0.047,0.056,500151401351024482,0000,0,00nn,AAUU,-12,101,25,104,0.198,51.1262184962729,14.821241219474
4.267138,J032519.74+512001.9,51.3322670,+51.3338672,0.2851,0.2564,117.3,16.560,16.812,12.076,9.023,,,,0.089,,,,,,,524151401351037706,0000,0,0nnn,AUUU,679,1006,-940,1079,,51.332715462432,14.9988131439493
3.651297,J032831.20+520751.3,52.1300330,+52.1309430,0.0588,0.0555,151.5,13.656,13.619,12.005,8.789,14.297,13.988,13.734,0.027,0.036,,,0.037,0.052,0.049,524151401351059336,0000,0,nnnn,AAUU,134,84,164,88,0.194,52.1314571996218,14.6396864362763
2.456577,J032823.98+520604.3,52.0999234,+52.1012192,0.1125,0.1059,114.6,15.405,15.617,12.325,9.183,,,,0.041,0.113,,,,,,524151401351059962,0000,0,2nnn,ABUU,157,386,156,396,,52.1009281876845,14.955660926992
3.656699,J032930.08+522224.6,52.3753674,+52.3735025,0.1785,0.1618,124.1,16.013,16.266,12.608,9.080,,,,0.059,0.217,,,,,,517153001351004352,0000,0,0nnn,ABUU,-198,568,631,596,,52.373756484305,14.827005407802
4.859027,J032847.96+521152.1,52.1998395,+52.1978059,0.1607,0.1494,114.4,15.901,17.306,12.658,8.496,,,,0.053,,,,,,,524151401351057780,0000,0,0nnn,AUUU,296,527,-363,557,,52.197651803391,15.2281467518271
2.955184,J032627.47+513652.9,51.6144934,+51.6146974,0.0811,0.0776,123.9,14.785,14.911,12.354,9.196,15.531,14.929,14.864,0.033,0.064,,,0.064,0.079,0.114,524151401351036506,0000,0,00nn,AAUU,-205,192,-140,200,0.200,51.6153319784668,15.3252889375196
3.994849,J032718.47+514944.7,51.8269935,+51.8290903,0.0438,0.0411,17.0,12.198,12.203,12.212,9.017,12.852,12.454,12.347,0.024,0.024,0.343,,0.022,0.031,0.024,524151401351041621,hh00,1,00nn,AABU,-48,51,27,50,0.091,51.8284024093379,15.4788183749414
3.316398,J032806.85+520141.9,52.0285493,+52.0283162,0.1025,0.0969,125.1,15.201,15.243,12.528,9.261,16.201,15.888,16.033,0.039,0.084,,,0.134,0.199,0.329,524151401351059784,0000,0,1nnn,AAUU,43,272,-131,287,0.277,52.0291578920136,15.5229083635263
1.398990,J032834.39+520836.4,52.1433238,+52.1434578,0.2063,0.1847,119.0,16.289,16.472,12.683,8.608,,,,0.067,0.229,0.512,,,,,524151401351061313,0000,0,1nnn,ABCU,349,757,762,794,,52.1430953318439,15.5912188361575
4.998909,J033400.21+532955.5,53.5008863,+53.4987522,0.0626,0.0612,126.7,14.215,14.265,12.003,8.336,15.527,14.751,14.522,0.028,0.043,0.285,,0.061,0.065,0.081,542153001351060569,hh00,0,01nn,AABU,-2,131,55,139,0.684,53.5000481760044,14.5744096692517
3.606662,J033354.31+532839.9,53.4763247,+53.4777689,0.0822,0.0764,141.4,14.663,14.716,12.675,9.157,15.736,15.311,14.968,0.033,0.060,,,0.061,0.091,0.108,542153001351059466,0000,0,11nn,AAUU,126,189,181,195,0.625,53.4768094961357,14.8056234687512
4.017455,J033324.02+532107.6,53.3501242,+53.3521364,0.1237,0.1147,133.4,15.563,15.873,11.983,8.886,16.623,15.847,15.480,0.043,0.143,,,0.135,0.145,0.165,542153001351039608,0000,0,0nnn,ABUU,-231,396,152,407,0.352,53.3519739298605,14.785996919353
4.178995,J033232.87+530806.7,53.1369679,+53.1352190,0.0566,0.0554,164.1,13.698,13.693,12.056,8.734,15.004,14.248,13.977,0.027,0.035,0.340,,0.044,0.058,0.050,542153001351035950,dh00,1,01nn,AABU,76,95,265,99,0.777,53.1363108329946,15.2199767581436
3.858373,J033347.55+532649.0,53.4481615,+53.4469662,0.0731,0.0722,144.4,14.439,14.534,12.739,8.815,15.758,15.220,15.024,0.031,0.054,,,0.082,0.105,0.123,542153001351038894,0000,1,00nn,AAUU,634,159,658,163,0.826,53.4465229778194,15.3538356605355
1.684423,J033440.51+534005.6,53.6687952,+53.6682342,0.3648,0.3310,123.1,16.999,17.093,12.378,8.378,,,,0.116,0.428,0.422,,,,,542153001351060873,0000,0,nnnn,BCCU,-948,1490,-178,1553,,53.6680613582282,15.4308465213229
2.452011,J033319.04+531944.8,53.3293566,+53.3291142,0.3369,0.3067,123.5,16.760,16.765,12.572,8.947,,,,0.104,0.358,,,,,,542153001351040628,0000,0,nnnn,ACUU,437,1216,1045,1260,,53.3286029620538,15.373866012327
3.904220,J033730.44+542241.4,54.3768432,+54.3781726,0.1192,0.1116,123.8,15.304,15.336,12.608,9.054,16.947,15.652,15.519,0.044,0.097,,,0.218,0.166,,536154501351030359,0000,0,0nnn,AAUU,-75,323,-80,337,0.338,54.377098295592,15.583555075263
2.932653,J033601.19+540012.2,54.0049967,+54.0033898,0.1070,0.0990,121.6,15.355,16.139,12.604,9.140,16.432,15.985,15.232,0.037,0.186,,,0.139,0.204,,536154501351004630,hh00,0,1nnn,ABUU,88,315,376,333,0.577,54.0037797879192,15.7734566747195
1.132279,J033440.51+534005.6,53.6687952,+53.6682342,0.3648,0.3310,123.1,16.999,17.093,12.378,8.378,,,,0.116,0.428,0.422,,,,,542153001351060873,0000,0,nnnn,BCCU,-948,1490,-178,1553,,53.6684926725481,15.6727251605885
2.125451,J033721.95+542033.2,54.3414888,+54.3425649,0.0830,0.0792,136.5,14.761,15.020,12.554,9.171,15.712,15.251,15.023,0.032,0.083,,,0.082,0.113,0.138,536154501351022101,0000,0,00nn,AAUU,57,210,184,219,0.304,54.3420895303156,15.9365791033898
0.462678,J033702.93+541543.8,54.2622414,+54.2621757,0.0812,0.0780,135.0,14.865,15.240,12.711,8.834,15.912,15.326,14.976,0.032,0.083,,,0.094,0.129,0.139,536154501351022191,0000,0,1nnn,AAUU,-448,215,-138,224,0.420,54.2622996155137,16.0625754601588
1.842563,J033654.74+541342.0,54.2280926,+54.2283434,0.0397,0.0367,15.7,11.266,11.241,10.968,9.018,12.785,11.827,11.476,0.023,0.021,0.110,0.447,0.025,0.032,0.020,536154501351021313,0000,0,011n,AABC,9,42,54,42,0.104,54.2287076694918,16.0663145959861
4.859604,J033538.82+535437.1,53.9117512,+53.9103073,0.1520,0.1448,126.1,15.944,16.499,12.697,8.983,,,,0.052,0.249,,,,,,536154501351003986,0h00,0,0nnn,ABUU,-603,533,61,545,,53.911656014316,16.0449384511235
3.566323,J033534.57+535343.5,53.8940723,+53.8954194,0.0629,0.0612,136.6,14.102,14.034,12.072,9.003,15.231,14.576,14.323,0.028,0.041,,,0.040,0.054,0.050,536154501351003343,hh00,0,11nn,AAUU,226,117,-344,125,0.167,53.8944547495044,16.0491227347167
4.734961,J033627.28+540640.6,54.1137080,+54.1112878,0.3179,0.2948,120.6,16.604,16.787,12.112,9.233,,,,0.102,0.357,,,,,,536154501351023309,0000,0,nnnn,ACUU,-512,1117,1191,1136,,54.1114913968615,16.2483248236799
4.431945,J032907.44+521658.0,52.2810071,+52.2827979,0.0923,0.0809,126.1,14.701,14.697,12.572,8.964,16.003,15.488,15.177,0.034,0.064,,,0.073,0.114,0.124,517153001351004666,hh00,1,41nn,AAUU,-1193,200,-346,212,0.609,52.2816265689225,15.5181341937701
3.684110,J033003.76+523100.5,52.5156856,+52.5168273,0.0944,0.0879,160.9,14.733,14.739,12.114,9.054,15.733,15.154,14.780,0.036,0.066,,,0.079,0.109,0.098,517153001351003248,0000,1,nnnn,AAUU,,,,,0.383,52.5172309277258,15.60562776821
4.575336,J033139.00+525441.3,52.9125005,+52.9114770,0.2482,0.2245,118.4,16.518,15.886,12.760,9.125,,,,0.085,0.151,,,,,,517153001351029478,0000,0,0nnn,ABUU,-13,847,53,896,,52.9107602099764,15.9258672758152
3.731498,J033139.00+525441.3,52.9125005,+52.9114770,0.2482,0.2245,118.4,16.518,15.886,12.760,9.125,,,,0.085,0.151,,,,,,517153001351029478,0000,0,0nnn,ABUU,-13,847,53,896,,52.9125135268943,16.0828570064691
2.536689,J032956.94+522909.4,52.4872590,+52.4859613,0.0503,0.0475,0.5,13.264,13.231,12.007,8.988,14.965,14.216,14.004,0.024,0.031,,,0.043,0.084,0.058,517153001351002823,0000,1,00nn,AAUU,-220,78,-24,77,1.760,52.4864852117313,16.0344265462613
3.494046,J033133.25+525318.6,52.8885657,+52.8885143,0.0506,0.0497,6.4,13.419,13.410,12.390,9.025,14.265,13.784,13.540,0.025,0.032,0.415,,0.031,0.042,0.038,517153001351027454,0000,0,00nn,AACU,139,80,-21,83,0.060,52.8876972878092,16.1666560318832
2.150143,J033313.80+531830.7,53.3075111,+53.3085455,0.0456,0.0439,177.1,12.867,12.834,12.352,8.871,13.757,13.245,12.994,0.023,0.027,0.442,,0.024,0.031,0.028,542153001351038539,0000,0,11nn,AACU,-3,66,-55,66,0.111,53.3080378810413,15.9582876433278
2.231170,J033312.15+531806.3,53.3006361,+53.3017771,0.3431,0.2918,131.0,16.630,16.520,12.510,9.100,,,,0.098,0.300,,,,,,542153001351040472,0000,0,nnnn,ABUU,813,1166,-1724,1196,,53.30130202315,15.9543944274572
3.795823,J033354.31+532839.9,53.4763247,+53.4777689,0.0822,0.0764,141.4,14.663,14.716,12.675,9.157,15.736,15.311,14.968,0.033,0.060,,,0.061,0.091,0.108,542153001351059466,0000,0,11nn,AAUU,126,189,181,195,0.625,53.4767445394105,16.1438478787073
1.294893,J033320.31+532006.2,53.3346651,+53.3350671,0.1947,0.1779,129.7,16.050,16.098,12.640,9.161,,,,0.065,0.181,,,,,,542153001351040327,0000,0,0nnn,ABUU,-735,623,-180,640,,53.3352145112893,16.2101671015661
1.788280,J033426.67+533641.0,53.6111310,+53.6114116,0.0678,0.0639,132.1,14.328,14.387,12.101,8.341,15.588,14.871,14.607,0.029,0.052,0.295,,0.062,0.071,0.077,542153001351059868,0000,0,01nn,AABU,45,150,159,153,0.199,53.6117476076873,16.3149027893989
4.063364,J033405.77+533120.5,53.5240526,+53.5223752,0.0438,0.0418,18.6,12.544,12.505,12.317,8.763,13.492,12.995,12.794,0.024,0.024,0.383,,0.031,0.037,0.032,542153001351059718,dd00,0,11nn,AACU,86,55,69,57,0.163,53.5234444660179,16.2935297382388
4.685511,J033152.94+525808.0,52.9706023,+52.9689084,0.0592,0.0563,145.0,13.968,14.080,11.943,9.003,15.337,14.426,14.277,0.026,0.040,,,0.055,0.056,0.050,517153001351028023,hh00,0,00nn,AAUU,108,116,192,119,0.586,52.968533015041,16.2956379901203
2.469637,J033139.00+525441.3,52.9125005,+52.9114770,0.2482,0.2245,118.4,16.518,15.886,12.760,9.125,,,,0.085,0.151,,,,,,517153001351029478,0000,0,0nnn,ABUU,-13,847,53,896,,52.9113754665337,16.4423969518563
4.630195,J033211.83+530257.7,53.0492969,+53.0493836,0.0766,0.0728,135.7,14.628,14.803,12.860,8.984,15.586,15.084,14.799,0.031,0.063,,,0.055,0.075,0.071,542153001351036243,0000,0,22nn,AAUU,55,174,62,182,0.143,53.0504622288021,16.5442027765215
1.385936,J033353.51+532825.3,53.4729708,+53.4737158,0.0714,0.0680,136.7,14.411,14.392,12.639,8.872,15.447,14.734,14.516,0.030,0.050,,,0.052,0.060,0.070,542153001351041439,0000,0,11nn,AAUU,54,152,-214,157,0.134,53.4734734743579,16.6649654820273
3.040408,J033306.29+531640.1,53.2762461,+53.2778248,0.0401,0.0373,24.7,11.389,11.374,11.168,9.121,13.043,11.994,11.637,0.023,0.021,0.167,,0.024,0.031,0.021,542153001351038136,0000,0,11nn,AABU,28,46,-6,50,0.127,53.2776136673165,16.7422710373489
4.497402,J034358.18+555931.1,55.9924499,+55.9919919,0.1560,0.1430,118.7,16.004,16.138,12.674,9.056,,,,0.052,0.169,,,,,,559156001351032443,hh00,0,0nnn,ABUU,405,549,-749,580,,55.9910282959032,14.8205047551314
3.468715,J034602.79+563049.1,56.5116532,+56.5136429,0.0934,0.0895,123.5,15.053,15.541,11.821,8.776,16.325,15.746,15.151,0.036,0.109,0.222,0.418,0.112,0.161,0.138,559156001351055641,0000,0,0nnn,ABBC,49,230,299,242,0.163,56.5131200716898,15.0043882879627
4.547206,J034719.08+564946.0,56.8295058,+56.8294696,0.1886,0.1709,116.2,16.432,16.298,12.221,8.884,,,,0.061,0.196,,,,,,581157501351012702,0000,0,1nnn,ABUU,521,660,56,702,,56.8283699669241,15.0168170062123
4.608313,J034546.90+562651.5,56.4454314,+56.4476426,0.0805,0.0772,133.3,14.932,15.019,12.638,8.503,15.729,15.293,15.233,0.032,0.069,,,0.068,0.118,0.164,559156001351047332,0000,0,11nn,AAUU,254,195,166,205,0.201,56.446509776875,15.0909780268325
1.997023,J034625.40+563625.1,56.6058724,+56.6069960,0.0595,0.0577,141.3,13.825,13.952,12.279,8.576,14.667,14.131,13.946,0.027,0.040,,,0.034,0.044,0.053,559156001351055628,d000,0,11nn,AAUU,52,90,17,95,0.051,56.6068391816621,15.2784038911444
2.157976,J034354.09+555827.9,55.9753793,+55.9744257,0.1454,0.1334,117.4,15.650,16.581,12.087,8.556,,,,0.048,,,,,,,559156001351032603,0000,0,1nnn,AUUU,364,454,250,484,,55.9749824531891,15.1972553164303
3.538501,J034528.57+562214.0,56.3690497,+56.3705698,0.1756,0.1626,116.8,15.925,16.273,12.481,9.309,,,,0.060,0.196,,,,,,559156001351048118,0000,0,1nnn,ABUU,-50,480,-327,508,,56.3696435767092,15.2179820423291
2.397652,J034806.96+570147.0,57.0290393,+57.0297361,0.1597,0.1456,118.9,16.206,16.846,12.479,8.796,,,,0.053,0.309,,,,,,581157501351012598,0000,0,0nnn,ABUU,-557,508,-356,539,,57.0290703013828,15.5684942365621
1.803628,J034915.19+571845.9,57.3133292,+57.3127626,0.0668,0.0640,149.8,14.680,14.398,11.358,8.956,16.574,15.519,15.215,0.029,0.045,0.149,,,,0.160,581157501351017197,0000,0,00nn,AABU,400,144,20,146,0.545,57.3132623215404,15.7910284712019
4.762936,J034927.21+572156.6,57.3634135,+57.3657276,0.0450,0.0427,170.6,12.591,12.593,12.130,9.239,13.225,12.758,12.695,0.024,0.025,,,0.021,0.022,0.022,581157501351016045,hh00,0,00nn,AAUU,-18,50,-22,51,0.093,57.3658553581593,15.8969021426739
