angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000
4.809309,J032648.99+514218.8,51.7041330,+51.7052257,0.0667,0.0638,119.0,14.424,14.403,12.434,8.870,15.669,15.044,14.721,0.029,0.045,,,0.058,0.085,0.098,524151401351043335,dd00,1,21nn,AAUU,420,149,712,159,0.855,51.7059472716205,32.8260863293213
0.548443,J032344.68+505611.0,50.9361677,+50.9364132,0.0470,0.0442,6.2,12.744,12.776,12.151,8.588,13.833,13.120,12.982,0.024,0.027,0.328,,0.029,0.027,0.030,500151401351000148,0000,0,11nn,AABU,-44,58,-72,59,0.081,50.9362774972871,32.5666518344137
0.782589,J032352.01+505800.3,50.9667341,+50.9667582,0.1261,0.1171,136.9,15.421,15.564,12.537,8.629,16.461,15.659,15.564,0.044,0.131,,,0.137,0.164,,500151401351000994,0000,0,0nnn,ABUU,-307,344,493,353,0.135,50.9669349614249,33.0610824185731
3.493355,J032346.43+505632.9,50.9434887,+50.9424908,0.1997,0.1831,117.5,16.234,16.562,12.125,9.018,,,,0.065,0.304,,,,,,500151401351001364,0000,0,0nnn,ABUU,-363,674,-298,729,,50.9420877945554,33.1047405228935
4.128616,J032700.04+514452.8,51.7502012,+51.7480243,0.2423,0.2206,114.8,16.503,17.192,12.270,9.154,,,,0.076,,,,,,,524151401351042798,0000,0,nnnn,AUUU,73,880,-464,940,,51.7485888352222,33.1729446706613
4.137212,J032742.20+515540.3,51.9258581,+51.9278842,0.3213,0.3051,121.4,16.785,16.636,12.493,9.089,,,,0.107,0.303,0.442,,,,,524151401351043312,0000,0,0nnn,ABCU,81,1318,176,1362,,51.9276968501454,33.2999988611824
4.559687,J032856.99+521423.6,52.2374939,+52.2398910,0.4989,0.4445,117.3,17.265,17.328,12.625,9.105,,,,0.154,,,,,,,524151401351058440,0000,0,nnnn,BUUU,-41,1767,-245,1900,,52.2394015779399,33.5324984683595
3.959531,J032931.57+522252.6,52.3815533,+52.3813016,0.0983,0.0934,129.7,15.052,15.235,12.368,9.092,16.240,15.180,15.763,0.037,0.085,,,0.109,,,517153001351003595,0000,0,0nnn,AAUU,323,250,70,256,1.816,52.3804378158518,33.5211157696547
2.624363,J032630.67+513737.5,51.6278317,+51.6270978,0.0948,0.0885,124.7,14.979,14.969,12.207,8.632,15.893,15.374,15.369,0.037,0.071,,,0.082,0.113,0.178,524151401351036528,dd00,0,01nn,AAUU,240,230,-62,240,0.703,51.6267771060501,33.2467636343205
4.583001,J032656.28+514408.6,51.7345400,+51.7357338,0.2880,0.2548,120.4,16.556,16.948,12.592,9.105,16.750,16.088,15.615,0.092,0.368,,,0.152,0.221,,524151401351042658,0000,0,1nnn,ACUU,-420,985,-870,1053,0.209,51.7363440771596,33.4744272397817
4.966774,J032804.26+520056.3,52.0177596,+52.0156604,0.4286,0.3900,120.8,17.133,17.071,12.627,8.853,,,,0.129,,,,,,,524151401351061046,0000,0,nnnn,BUUU,-236,1658,-529,1745,,52.0155281634953,33.5716022175101
4.443016,J032815.79+520403.6,52.0658143,+52.0676759,0.2887,0.2589,114.1,16.592,16.907,12.157,9.221,,,,0.091,0.378,,,,,,524151401351060473,0000,0,0nnn,ACUU,637,1037,771,1119,,52.0678100286573,33.6333846486106
4.827117,J032819.27+520449.4,52.0803069,+52.0804000,0.1132,0.1058,116.7,15.463,15.527,12.684,9.152,16.240,15.661,15.374,0.041,0.102,,,0.133,,,524151401351059985,0000,0,0nnn,AAUU,182,322,-65,343,0.274,52.0792328434948,33.8550609103353
4.577857,J032656.28+514408.6,51.7345400,+51.7357338,0.2880,0.2548,120.4,16.556,16.948,12.592,9.105,16.750,16.088,15.615,0.092,0.368,,,0.152,0.221,,524151401351042658,0000,0,1nnn,ACUU,-420,985,-870,1053,0.209,51.7344630724472,33.8560379557163
3.622494,J032743.45+515547.3,51.9310509,+51.9298209,0.1558,0.1461,129.4,15.796,16.279,12.343,9.063,16.306,16.277,15.523,0.052,0.217,0.460,,0.130,,,524151401351042716,0000,0,0nnn,ABCU,378,530,-795,543,0.289,51.9295027506725,34.0847007716497
4.824231,J031630.27+490734.9,49.1261324,+49.1263733,0.3455,0.3187,116.5,16.850,16.690,12.752,8.749,,,,0.108,,,,,,,494148401351059766,0000,0,nnnn,AUUU,-779,1323,1302,1411,,49.1274169248906,31.4861429904277
0.748752,J031737.63+492423.4,49.4068006,+49.4065055,0.0533,0.0530,19.6,13.362,13.359,12.302,8.853,13.741,13.538,13.433,0.027,0.031,,,0.028,0.036,0.037,487149901351002828,0000,0,00nn,AAUU,-48,83,99,87,0.175,49.4064828860154,31.9910210407935
3.540159,J031531.30+485247.3,48.8804456,+48.8798243,0.1028,0.0971,131.0,15.345,15.937,12.621,9.057,16.624,15.702,15.934,0.037,0.152,,,0.162,0.146,0.298,494148401351040553,0h00,0,1nnn,ABUU,232,302,149,311,0.441,48.8807823910595,32.0798732422394
2.477984,J031539.78+485456.1,48.9157712,+48.9155858,0.1090,0.0917,114.9,15.082,15.165,12.241,8.615,15.602,15.245,15.410,0.038,0.093,,,0.072,0.098,0.171,494148401351040431,0000,0,nnnn,AAUU,-234,236,1230,249,0.176,48.9150728428631,32.2153335465689
3.957889,J031700.21+491508.1,49.2509041,+49.2522753,0.0426,0.0411,5.5,12.406,12.441,12.530,8.630,13.276,12.748,12.582,0.023,0.024,0.502,,0.023,0.027,0.027,487149901351002834,hh00,1,43nn,AACU,281,56,136,56,0.368,49.251192063359,32.2723983558669
3.856545,J031740.77+492516.8,49.4198909,+49.4213517,0.1973,0.1808,119.6,15.902,16.128,12.570,9.137,16.233,15.695,15.247,0.068,0.193,,,0.113,0.144,,487149901351003838,0000,0,0nnn,ABUU,-2,548,248,570,0.287,49.4203168686543,32.3847269323636
2.629760,J031622.99+490546.0,49.0958112,+49.0961366,0.2089,0.1890,119.4,16.353,17.124,12.624,9.137,,,,0.067,0.413,,,,,,494148401351059368,0000,0,0nnn,ACUU,74,740,81,782,,49.0966316474757,32.3334654479071
3.938612,J031617.23+490425.6,49.0717963,+49.0737918,0.0690,0.0667,132.5,14.546,14.597,11.972,8.558,15.213,14.918,14.804,0.029,0.052,,,0.051,0.076,0.103,494148401351058504,0000,0,00nn,AAUU,-152,164,-160,172,0.203,49.0731631615313,32.5024776855197
4.586926,J031654.60+491342.7,49.2275159,+49.2285315,0.1953,0.1763,127.4,16.242,16.761,12.645,8.736,16.394,15.973,15.377,0.063,,,,0.133,0.196,,487149901351004769,0h00,0,0nnn,AUUU,146,675,79,700,0.205,49.227267689464,32.4722385996654
3.726699,J031700.21+491508.1,49.2509041,+49.2522753,0.0426,0.0411,5.5,12.406,12.441,12.530,8.630,13.276,12.748,12.582,0.023,0.024,0.502,,0.023,0.027,0.027,487149901351002834,hh00,1,43nn,AACU,281,56,136,56,0.368,49.252463577527,32.5690775098787
4.946981,J032212.96+503312.5,50.5540217,+50.5534772,0.5732,0.5165,116.7,17.541,16.727,12.367,8.471,,,,0.199,0.285,,,,,,510149901351059951,0h00,0,nnnn,BBUU,1338,2354,1064,2529,,50.554767185358,32.8506534645256
4.841926,J031826.89+493640.5,49.6120650,+49.6112573,0.0537,0.0514,163.3,13.530,13.621,11.800,8.759,14.329,13.773,13.591,0.025,0.036,,,0.027,0.034,0.037,487149901351022724,dd00,0,01nn,AAUU,1,86,28,89,0.063,49.6104292852515,32.5721051680788
3.179412,J031754.02+492824.6,49.4751050,+49.4735023,0.0431,0.0410,3.3,12.344,12.142,11.509,8.713,13.308,12.679,12.393,0.024,0.023,0.192,,0.024,0.026,0.025,487149901351002683,0000,0,00nn,AABU,118,52,116,52,0.348,49.4740885304212,32.6362205724281
4.803771,J031816.98+493422.1,49.5707748,+49.5728097,0.1499,0.1370,126.2,15.815,15.915,12.712,9.004,16.397,15.937,15.754,0.050,0.172,,,0.134,0.203,0.242,487149901351023000,0h00,0,1nnn,ABUU,303,484,-16,505,0.182,49.5728322029393,33.1502891429386
3.614099,J031338.45+482441.1,48.4102354,+48.4114178,0.5283,0.4804,123.7,17.224,16.633,12.586,9.114,,,,0.166,,,,,,,494148401351035645,0000,0,nnnn,BUUU,-445,1598,-220,1669,,48.4104214941676,32.216422953686
3.062871,J031517.77+484929.1,48.8240519,+48.8247558,0.1272,0.1169,114.7,15.589,15.903,12.332,9.127,16.364,15.936,15.377,0.044,0.145,,,0.130,0.185,,494148401351040614,0000,0,0nnn,ABUU,-24,407,330,428,0.396,48.8251757471337,32.413730631373
4.414266,J031425.60+483617.4,48.6066787,+48.6048483,0.1548,0.1457,121.4,15.786,15.905,12.473,8.682,16.647,15.762,15.654,0.055,0.137,,,0.165,0.152,0.195,494148401351035143,0000,0,0nnn,ABUU,-469,448,323,476,0.381,48.6048247199547,32.5328348339713
4.532306,J031540.42+485510.5,48.9184507,+48.9195890,0.3350,0.3042,134.1,16.866,17.415,12.584,8.426,,,,0.102,,,,,,,494148401351041670,0000,0,nnnn,AUUU,-682,1243,796,1252,,48.9201590009091,32.8607763522016
4.910602,J031834.27+493839.6,49.6428106,+49.6443554,0.3249,0.2962,120.2,16.812,17.006,12.562,9.004,,,,0.102,0.375,,,,,,487149901351023485,0000,0,0nnn,ACUU,-874,1181,130,1243,,49.6429966942138,33.3690251354875
4.404153,J031923.22+495052.6,49.8467768,+49.8479651,0.1280,0.1158,118.7,15.379,15.506,12.627,8.515,16.564,15.808,15.639,0.046,0.110,,,0.152,0.167,0.196,487149901351025312,0000,0,1nnn,ABUU,-404,329,555,350,0.414,49.846741952231,33.484415292802
4.702613,J031725.77+492120.7,49.3573935,+49.3557591,0.0559,0.0541,160.5,13.947,13.873,12.275,8.769,14.780,14.312,14.131,0.026,0.036,,,0.034,0.045,0.056,487149901351002957,hh00,0,21nn,AAUU,274,110,343,110,0.323,49.3570455550525,33.6187961472305
4.544359,J031740.77+492516.8,49.4198909,+49.4213517,0.1973,0.1808,119.6,15.902,16.128,12.570,9.137,16.233,15.695,15.247,0.068,0.193,,,0.113,0.144,,487149901351003838,0000,0,0nnn,ABUU,-2,548,248,570,0.287,49.4217382275656,33.6646872236183
3.577167,J031543.91+485602.5,48.9329689,+48.9340440,0.3917,0.3561,123.3,17.081,17.411,12.664,8.849,,,,0.120,,,,,,,494148401351060045,0000,0,nnnn,BUUU,-357,1598,-259,1666,,48.9343879427024,33.3550390499223
4.438665,J031537.81+485423.2,48.9075545,+48.9064616,0.0566,0.0542,163.4,13.676,13.630,12.139,8.950,14.329,13.951,13.829,0.026,0.036,,,0.031,0.040,0.045,494148401351040000,0000,0,00nn,AAUU,79,96,-235,99,0.040,48.9058913633023,33.6326580375547
4.687646,J031621.03+490521.7,49.0876447,+49.0893819,0.3585,0.3195,117.3,17.055,16.878,12.721,9.065,,,,0.114,,,,,,,494148401351059688,0000,0,nnnn,BUUU,-2758,1370,1567,1454,,49.0896039158436,34.0454944827004
3.013810,J032245.53+504119.7,50.6897155,+50.6888259,0.1920,0.1751,117.6,16.262,17.310,12.531,8.956,,,,0.062,0.504,,,,,,510149901351059341,0000,0,1nnn,ACUU,-45,712,159,750,,50.6884989929096,33.0560971530909
4.799441,J032251.69+504302.2,50.7154084,+50.7172862,0.0616,0.0599,126.9,14.193,14.173,12.558,9.143,15.004,14.336,14.273,0.028,0.041,,,0.048,0.053,0.071,510149901351058223,0000,0,01nn,AAUU,-51,126,98,131,0.118,50.7174894728006,33.4778487673022
2.139780,J032357.16+505916.5,50.9881715,+50.9879262,0.0869,0.0808,133.1,15.056,15.043,12.694,8.637,15.743,15.327,14.851,0.033,0.073,,,0.076,0.118,0.122,500151401351000852,0000,0,00nn,AAUU,-108,245,-85,254,0.300,50.9875050789107,33.6123874808543
3.362154,J032032.99+500811.3,50.1374910,+50.1364801,0.0743,0.0712,128.5,14.728,15.047,12.424,8.926,15.679,14.827,14.770,0.030,0.067,,,0.068,0.081,0.097,510149901351038055,hh00,0,11nn,AAUU,178,181,-269,191,0.593,50.1374126746842,33.5085942679202
2.464205,J032224.76+503609.3,50.6031719,+50.6025985,0.1366,0.1239,119.0,15.359,15.258,12.237,8.692,16.386,15.668,15.317,0.048,0.096,,,0.125,0.163,0.165,510149901351058711,0000,0,nnnn,AAUU,84,336,173,364,0.456,50.6032795726143,33.6200296006131
3.393755,J032333.42+505325.1,50.8892723,+50.8903280,0.3131,0.2794,124.1,16.877,16.807,12.627,8.622,,,,0.099,0.355,,,,,,500151401351001636,0000,0,1nnn,ABUU,-872,1177,-1209,1241,,50.8893881137107,33.9517247394525
4.602823,J032315.73+504849.5,50.8155432,+50.8137608,0.3909,0.3550,115.4,17.057,16.863,12.658,8.905,,,,0.126,0.322,,0.513,,,,500151401351001348,0000,0,nnnn,BBUC,-1140,1545,-329,1591,,50.8135478933678,33.9072005585402
2.087560,J032455.92+511359.8,51.2330048,+51.2333055,0.0699,0.0686,127.8,14.362,14.485,12.448,9.066,14.958,14.487,14.397,0.030,0.054,,,0.044,0.065,0.083,500151401351024516,0000,0,00nn,AAUU,-262,142,-101,150,0.123,51.2327483197288,33.7020396238151
3.903168,J032609.49+513229.2,51.5395639,+51.5414492,0.2168,0.2009,125.8,16.354,16.461,12.682,9.082,,,,0.070,0.238,,,,,,524151401351037670,0000,0,0nnn,ABUU,-320,759,998,788,,51.5405589685079,33.949901137408
4.304653,J032550.11+512737.3,51.4588039,+51.4603752,0.1277,0.1193,123.8,15.593,15.559,12.627,9.018,16.449,15.654,15.559,0.046,0.111,,,0.140,0.169,,524151401351037008,0000,0,0nnn,ABUU,-428,373,-193,388,0.642,51.4592059939123,33.9863744201708
0.861535,J032455.92+511359.8,51.2330048,+51.2333055,0.0699,0.0686,127.8,14.362,14.485,12.448,9.066,14.958,14.487,14.397,0.030,0.054,,,0.044,0.065,0.083,500151401351024516,0000,0,00nn,AAUU,-262,142,-101,150,0.123,51.2333719749933,33.7926776295178
3.648937,J032556.72+512915.0,51.4863660,+51.4875102,0.1884,0.1716,118.2,16.402,15.770,11.586,8.817,,,,0.066,0.120,0.250,0.413,,,,524151401351037500,0000,0,2nnn,ABBC,837,704,-534,748,,51.4865000519069,34.3479213305761
4.333717,J032627.47+513652.9,51.6144934,+51.6146974,0.0811,0.0776,123.9,14.785,14.911,12.354,9.196,15.531,14.929,14.864,0.033,0.064,,,0.064,0.079,0.114,524151401351036506,0000,0,00nn,AAUU,-205,192,-140,200,0.200,51.6136220309161,34.4044900647426
4.574305,J032609.49+513229.2,51.5395639,+51.5414492,0.2168,0.2009,125.8,16.354,16.461,12.682,9.082,,,,0.070,0.238,,,,,,524151401351037670,0000,0,0nnn,ABUU,-320,759,998,788,,51.5402530185373,34.4212509620411
1.971078,J032536.71+512410.4,51.4029942,+51.4029133,0.1225,0.1141,124.9,15.323,15.335,12.802,9.150,16.410,15.225,15.318,0.045,0.102,,,0.129,,0.183,524151401351036668,0000,0,0nnn,AAUU,717,325,-16,340,0.484,51.4024728153424,34.4022532305461
4.547493,J032519.74+512001.9,51.3322670,+51.3338672,0.2851,0.2564,117.3,16.560,16.812,12.076,9.023,,,,0.089,,,,,,,524151401351037706,0000,0,0nnn,AUUU,679,1006,-940,1079,,51.3342120607311,34.8629501684606
2.172459,J031823.22+493545.7,49.5967689,+49.5960300,0.2758,0.2532,126.8,16.702,16.939,12.428,9.131,,,,0.084,,,,,,,487149901351024119,hh00,0,0nnn,AUUU,635,1082,-333,1108,,49.5958708139312,33.8759582844464
4.576769,J031835.12+493850.1,49.6463697,+49.6472733,0.0555,0.0539,152.1,13.641,13.655,12.226,8.811,14.209,13.814,13.672,0.026,0.035,,,0.028,0.033,0.039,487149901351022263,0000,0,00nn,AAUU,0,88,-55,91,0.047,49.6460220626871,34.0126406685477
2.490276,J031832.13+493805.1,49.6338989,+49.6347744,0.3586,0.3337,119.8,16.853,17.326,12.540,9.004,,,,0.114,0.530,,,,,,487149901351023495,0000,0,nnnn,BCUU,-20,1372,-19,1408,,49.6340943273455,34.4823012959061
2.318644,J031919.57+494952.2,49.8315421,+49.8311693,0.1944,0.1793,117.0,15.967,16.084,12.673,9.086,16.389,15.965,15.545,0.067,0.166,,,0.132,,0.208,487149901351026233,0000,0,0nnn,ABUU,-471,543,-337,565,0.223,49.8317927565383,34.6195566668953
4.123263,J032212.28+503259.8,50.5511707,+50.5499668,0.1259,0.1189,128.8,15.466,16.155,12.647,8.988,16.090,15.611,15.634,0.044,0.170,,,0.093,0.119,0.185,510149901351058828,0000,0,0nnn,ABUU,-142,360,-204,372,0.498,50.5495146045513,34.329720999714
4.252869,J032321.16+505009.9,50.8381733,+50.8361044,0.1063,0.0995,127.8,15.182,15.390,11.863,8.859,15.833,15.406,15.218,0.040,0.112,,,0.076,0.121,0.145,500151401351000781,0000,0,0nnn,ABUU,207,316,78,318,0.330,50.8363403796973,34.4791803987832
2.225702,J032212.96+503312.5,50.5540217,+50.5534772,0.5732,0.5165,116.7,17.541,16.727,12.367,8.471,,,,0.199,0.285,,,,,,510149901351059951,0h00,0,nnnn,BBUU,1338,2354,1064,2529,,50.5531738516225,34.605379996188
3.012835,J032158.02+502926.1,50.4917849,+50.4905939,0.2046,0.1881,127.4,16.242,16.871,12.647,9.164,16.679,16.068,15.641,0.067,0.352,,,0.152,,0.185,510149901351059267,0000,0,0nnn,ABUU,764,686,-110,714,0.043,50.4913927511513,34.6251447831789
4.332734,J032338.50+505442.9,50.9104342,+50.9119323,0.4356,0.3991,124.7,17.032,17.358,12.719,8.981,,,,0.134,,,,,,,500151401351001893,0000,0,nnnn,BUUU,-834,1535,-637,1581,,50.9122675271303,34.6925123929232
1.683993,J032034.17+500834.1,50.1424050,+50.1428211,0.1536,0.1417,121.2,15.852,16.043,12.202,8.272,,,,0.052,0.163,,,,,,510149901351038548,0000,0,2nnn,ABUU,-36,503,302,524,,50.1423544235146,34.9408958399983
2.668706,J032048.91+501208.8,50.2038192,+50.2024495,0.1260,0.1135,117.1,15.381,15.247,12.334,8.972,16.569,15.686,15.436,0.047,0.090,,,0.132,0.133,0.166,510149901351037472,0000,0,11nn,AAUU,-403,331,94,355,0.276,50.2027921152484,35.1032478243938
3.885966,J032242.30+504028.5,50.6762596,+50.6745871,0.1213,0.1110,110.0,15.343,15.427,12.703,9.132,16.055,15.800,15.534,0.045,0.096,,,0.103,0.196,0.200,510149901351058771,0000,0,11nn,AAUU,2,298,193,322,0.357,50.6755756560976,35.1874742959759
4.425808,J032307.66+504659.9,50.7819200,+50.7833149,0.2979,0.2639,116.6,16.871,16.470,12.648,9.096,,,,0.097,0.234,,,,,,500151401351004488,0000,0,nnnn,ABUU,103,1110,343,1186,,50.7820902146192,35.175609962413
4.814062,J032346.43+505632.9,50.9434887,+50.9424908,0.1997,0.1831,117.5,16.234,16.562,12.125,9.018,,,,0.065,0.304,,,,,,500151401351001364,0000,0,0nnn,ABUU,-363,674,-298,729,,50.9417364237261,35.3520576694342
2.211959,J023749.37+392723.1,39.4557211,+39.4564379,0.6653,0.5968,130.5,17.641,17.248,12.678,9.058,,,,0.200,,,,,,,387139301351027338,00P0,0,nnnn,BUUU,2659,2821,999,2879,,39.456511236086,24.8231861137182
2.667535,J023724.97+392110.7,39.3540452,+39.3529896,0.3222,0.2932,126.8,16.961,16.883,12.293,8.440,,,,0.102,0.354,,,,,,387139301351027076,0000,0,nnnn,ABUU,-255,1314,-817,1350,,39.3530970047968,25.1591580007325
3.725797,J023923.49+395056.1,39.8479046,+39.8489182,0.3072,0.2783,124.8,16.713,16.715,12.370,8.526,,,,0.096,,,,,,,406139301351062066,hH00,0,nnnn,AUUU,380,1261,-70,1256,,39.8478833835571,25.1852795411985
1.837939,J023742.07+392533.8,39.4253169,+39.4260611,0.2912,0.2654,123.4,16.644,17.050,12.266,8.495,,,,0.092,0.449,,,,,,387139301351026692,00Pp,0,0nnn,ACUU,-279,1055,-120,1108,,39.4259663997525,25.7492204714214
2.935555,J023947.27+395651.6,39.9469805,+39.9476748,0.2285,0.2076,122.7,16.405,16.698,12.042,9.129,,,,0.072,0.352,,,,,,406139301351062272,hH00,0,1nnn,ABUU,100,815,-766,846,,39.9468642607392,25.9314828371821
4.068814,J024006.65+400144.7,40.0277479,+40.0290997,0.3030,0.2806,121.5,16.724,16.811,12.382,8.944,,,,0.095,,,,,,,406139301351061643,0000,0,nnnn,AUUU,-146,1146,166,1190,,40.0292160622145,26.0452077059281
3.968507,J024034.37+400832.1,40.1432447,+40.1422579,0.0580,0.0563,154.5,13.904,13.910,12.110,8.485,14.689,14.189,14.098,0.026,0.041,,,0.039,0.047,0.072,395140801351003002,0000,0,00nn,AAUU,-125,113,318,116,0.124,40.1433569496969,26.1254683025169
3.580757,J024044.56+401113.9,40.1856821,+40.1872164,0.2876,0.2651,129.9,16.670,16.664,12.669,8.876,,,,0.092,0.309,,,,,,395140801351001136,0000,0,0nnn,ABUU,533,1094,-438,1118,,40.1863736868876,26.1959024446497
4.771275,J023538.89+385451.1,38.9120709,+38.9141957,0.5757,0.5256,126.3,17.650,16.589,12.296,8.828,,,,0.201,0.300,,,,,,387139301351022045,0000,0,nnnn,BBUU,-1607,2532,-399,2608,,38.9135776654813,25.7039452898677
2.038681,J023521.88+385025.6,38.8411936,+38.8404535,0.0419,0.0390,23.1,11.566,11.627,11.538,8.599,12.089,11.709,11.595,0.023,0.023,0.229,,0.020,0.021,0.019,387139301351004913,0000,0,11nn,AABU,12,47,25,47,0.065,38.8409991961836,26.1886100726358
1.819865,J023521.88+385025.6,38.8411936,+38.8404535,0.0419,0.0390,23.1,11.566,11.627,11.538,8.599,12.089,11.709,11.595,0.023,0.023,0.229,,0.020,0.021,0.019,387139301351004913,0000,0,11nn,AABU,12,47,25,47,0.065,38.8405587616691,26.3682755216811
2.739122,J023421.24+383522.9,38.5885217,+38.5897175,0.5397,0.4939,124.0,17.439,16.749,11.893,8.713,,,,0.177,0.356,,,,,,378137801351053576,0000,0,nnnn,BCUU,300,2353,-948,2461,,38.5894147917757,26.2819679774807
3.857447,J023827.93+393700.6,39.6164123,+39.6168585,0.0751,0.0727,132.6,14.686,14.799,11.893,8.986,15.273,14.853,14.971,0.031,0.060,,,0.053,0.071,0.151,387139301351049787,0000,0,00nn,AAUU,78,188,251,191,0.148,39.6158713218957,26.2066139109943
4.746437,J023849.86+394231.3,39.7077740,+39.7086999,0.0852,0.0799,128.4,14.912,14.906,12.333,8.956,15.750,15.263,14.936,0.034,0.069,,,0.071,0.103,0.147,406139301351038068,d000,0,11nn,AAUU,46,222,-265,231,0.154,39.7074112987336,26.8158452337704
4.921371,J023619.70+390448.2,39.0821010,+39.0800578,0.3299,0.3084,125.1,16.866,16.689,12.458,9.026,,,,0.106,0.325,,,,,,387139301351021380,0000,0,nnnn,ABUU,-841,1182,-757,1213,,39.0812580935548,26.6940978806181
4.145970,J023745.68+392631.0,39.4403590,+39.4419682,0.2103,0.1928,128.6,16.315,16.480,12.420,8.899,,,,0.067,,,,,,,387139301351026593,00PP,0,0nnn,AUUU,806,748,-359,767,,39.4418411604859,27.1104892704945
3.103172,J023742.07+392533.8,39.4253169,+39.4260611,0.2912,0.2654,123.4,16.644,17.050,12.266,8.495,,,,0.092,0.449,,,,,,387139301351026692,00Pp,0,0nnn,ACUU,-279,1055,-120,1108,,39.4252035614506,27.1390964745777
4.670096,J024447.13+411152.0,41.1963888,+41.1977789,0.2480,0.2308,123.5,16.544,17.177,12.603,8.356,,,,0.080,0.461,,,,,,415140801351042115,0000,0,0nnn,ACUU,842,943,-146,978,,41.1980691775528,26.3606441163966
2.017681,J024443.19+411051.0,41.1799718,+41.1808432,0.0757,0.0711,133.1,14.725,14.615,12.189,8.621,15.803,15.213,14.747,0.031,0.057,,,0.066,0.092,0.099,415140801351040754,0000,0,00nn,AAUU,310,198,54,204,0.128,41.1803691635793,26.5386619856119
0.902317,J024047.94+401200.5,40.1997589,+40.2001639,0.2749,0.2518,125.5,16.658,17.081,12.663,9.121,,,,0.086,,,,,,,395140801351001053,0000,0,0nnn,AUUU,110,1044,-5,1079,,40.1999758699238,26.5271683894628
1.363648,J024216.06+403402.2,40.5669259,+40.5672978,0.5466,0.4907,116.2,17.528,17.093,12.200,8.706,,,,0.173,0.451,,,,,,415140801351014441,0000,0,nnnn,BCUU,867,2232,-724,2404,,40.5674043860087,26.8546047651935
4.578237,J024332.11+405307.0,40.8838044,+40.8852895,0.0388,0.0361,12.8,10.890,10.920,10.745,8.369,11.499,11.148,11.331,0.023,0.020,0.105,,0.035,0.054,0.038,415140801351035375,0000,1,110n,AAAU,-81,41,-163,42,0.332,40.8854696212195,27.3762847176635
3.784988,J024524.49+412101.3,41.3520716,+41.3503744,0.1978,0.1814,123.6,16.149,15.719,12.547,8.548,,,,0.067,0.148,,,,,,415140801351043651,0000,0,0nnn,ABUU,985,618,-2445,638,,41.3511934054443,27.655470203825
4.514988,J024441.88+411021.9,41.1745143,+41.1727645,0.1516,0.1168,7.7,15.063,15.106,12.024,8.912,15.432,14.924,15.002,0.053,0.098,,,0.051,0.067,0.115,415140801351040809,0000,0,nnnn,AAUU,,,,,0.248,41.1728522169306,27.607330815025
0.322613,J024605.32+413120.2,41.5221756,+41.5222844,0.3624,0.3274,127.5,17.028,17.079,12.555,8.499,,,,0.113,0.406,,,,,,415140801351057738,0000,0,nnnn,BCUU,-226,1412,242,1449,,41.5222944828507,27.7100832919848
1.697211,J024205.23+403120.0,40.5218148,+40.5222292,0.2152,0.1261,168.8,14.766,14.891,12.154,8.845,15.196,14.814,14.724,0.066,0.099,,,0.053,0.061,0.082,395140801351023274,0000,0,nnnn,AAUU,,,,,0.313,40.5217596184114,27.1299712022539
1.909434,J024058.10+401434.5,40.2420920,+40.2429305,0.2845,0.2639,125.4,16.667,16.941,12.683,8.770,,,,0.091,0.390,,,,,,395140801351001717,0000,0,nnnn,ACUU,1036,1071,-532,1103,,40.2427410563975,27.3870169201223
3.519288,J023849.86+394231.3,39.7077740,+39.7086999,0.0852,0.0799,128.4,14.912,14.906,12.333,8.956,15.750,15.263,14.936,0.034,0.069,,,0.071,0.103,0.147,406139301351038068,d000,0,11nn,AAUU,46,222,-265,231,0.154,39.7089882408774,26.9708238802419
3.883349,J024004.44+400105.6,40.0185299,+40.0182445,0.4691,0.4264,124.0,17.230,17.227,12.464,8.616,,,,0.142,,,,,,,406139301351061908,0000,0,nnnn,BUUU,342,1804,-1107,1879,,40.0191952684508,27.812926304159
3.696211,J024155.98+402853.7,40.4832549,+40.4816092,0.4056,0.3579,169.0,16.561,16.448,12.399,8.971,,,,0.118,,,,,,,395140801351025310,0000,0,nnnn,BUUU,-579,1670,-181,1459,,40.4824098880065,27.5925086271354
4.326017,J024505.09+411609.4,41.2712395,+41.2692927,0.0482,0.0463,5.3,12.933,13.006,12.085,9.019,13.709,13.094,13.020,0.024,0.029,,,0.031,0.030,0.027,415140801351040531,0000,0,01nn,AAUU,48,67,67,68,0.096,41.2702156333438,27.7821789285671
4.768828,J024212.20+403307.9,40.5508646,+40.5521947,0.2621,0.2363,122.1,16.580,16.282,12.560,8.891,,,,0.086,0.204,,,,,,415140801351013821,0000,0,nnnn,ABUU,-1823,933,1625,972,,40.5508700464936,27.9311440954652
4.527050,J024400.32+410012.1,41.0013558,+41.0033885,0.1769,0.1602,125.2,16.088,15.878,12.443,8.775,,,,0.060,0.146,,,,,,415140801351033499,0000,0,0nnn,ABUU,-295,586,-328,608,,41.0024224267418,28.2812303869634
