angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.795653,205.0968014941931,50.5194156019607,0.001,0.001,90,1558718059209082752,205.09595010249,0.0246,50.51966776843,0.0259,39.2353,0.0354,-125.728,0.047,58.567,0.046,1,6.36171e+07,2.64972e+04,6.179431,3.54326e+07,6.69160e+04,6.477881,3.91208e+07,6.91552e+04,5.780900,0.696981,-12.44,0.16,19,6184.75,0.0605,0.0287,1.10,1.605,205.0965,50.5193056,HD 119124,,13 40 23.16,+50 31 09.5,F7.7V,6130,1.1,200,2.4,50,38.69,1.02,25.32,,Y,TYC,WISEA,Simbad
2.909204,205.2673788586062,-34.4641581506564,0.004,0.002,0,6164998500516764160,205.26844694372,0.0411,-34.46487275820,0.0703,63.7208,0.0573,204.531,0.149,-165.974,0.275,0,4.01042e+07,2.00563e+04,6.680391,1.91588e+07,4.78461e+04,7.145469,2.88364e+07,5.32877e+04,6.112066,1.033403,-7.34,0.12,5,5180.25,0.1500,0.0737,0.80,0.416,205.2681667,-34.4646389,HD 118972,,13 41 04.36,-34 27 52.7,K0V,5510,0.67,300,0.5,,,3.84,15.65,,Y,TYC,WISEA,Simbad
0.242744,206.1071816604109,-11.4670660512022,0.002,0.002,0,3613527479874952320,206.10707204280,0.0502,-11.46708436443,0.0629,0.7971,0.0744,-24.951,0.131,-4.253,0.153,0,1.20078e+06,4.21443e+02,10.489708,4.72256e+05,5.98739e+02,11.165943,1.03165e+06,9.18640e+02,9.728089,1.437854,-46.53,0.39,3,4455.93,0.2780,0.1533,16.57,97.553,206.107125,-11.4670278,TYC5549-1004-1,,13 44 25.71,-11 28 01.3,:K6,4420,0.62,240,0.4,,,11.75,45.54,a,N,TYC,WISEA,Simbad
3.999598,206.1060883266578,-11.4665782426755,0.005,0.002,0,3613527479873969408,206.10608832666,2.3375,-11.46657824268,5.1992,,,,,,,0,6.65223e+02,1.07410e+01,18.630949,,,,,,,,,,0,,,,,,206.107125,-11.4670278,TYC5549-1004-1,,13 44 25.71,-11 28 01.3,:K6,4420,0.62,240,0.4,,,11.75,45.54,a,N,TYC,WISEA,Simbad
0.302980,206.1831074627094,-49.2993700921355,0.003,0.002,0,6070549833223189632,206.18291675109,0.0495,-49.29945942590,0.0866,8.3773,0.0929,-28.885,0.143,-20.748,0.220,0,8.63764e+06,2.63228e+03,8.347378,5.17286e+06,3.65509e+03,8.567061,4.98749e+06,5.11162e+03,8.017215,0.549847,10.68,1.56,9,6774.39,0.5077,0.2250,1.58,4.764,206.183,-49.2994167,HD 119511,,13 44 43.92,-49 17 57.9,F3V,6640,1.24,270,1.7,,,0.76,91.57,,Y,TYC,WISEA,Simbad
5.402958,206.1815488405566,-49.3005815968678,0.002,0.001,0,6070549798863450880,206.18154884056,0.6245,-49.30058159687,2.3248,,,,,,,0,1.99755e+03,1.87039e+01,17.437120,3.96579e+03,4.32482e+02,16.355564,3.68225e+03,1.12391e+02,15.846638,0.508926,,,0,,,,,,206.183,-49.2994167,HD 119511,,13 44 43.92,-49 17 57.9,F3V,6640,1.24,270,1.7,,,0.76,91.57,,Y,TYC,WISEA,Simbad
9.878017,206.1857716430677,-49.3014812520296,0.001,0.000,0,6070549627061808384,206.18577164307,0.2317,-49.30148125203,0.5816,,,,,,,0,6.18401e+02,3.31361e+00,18.710192,4.74978e+02,3.04867e+01,18.659704,6.49690e+02,3.97048e+01,17.730154,0.929550,,,0,,,,,,206.183,-49.2994167,HD 119511,,13 44 43.92,-49 17 57.9,F3V,6640,1.24,270,1.7,,,0.76,91.57,,Y,TYC,WISEA,Simbad
0.347804,206.6474788891511,-62.0693759640085,0.001,0.001,0,5865593822062087168,206.64720394275,0.0241,-62.06946475366,0.0259,8.5719,0.0389,-29.911,0.040,-20.622,0.050,1,1.27907e+07,3.85929e+03,7.921132,7.39018e+06,5.19619e+03,8.179750,7.65166e+06,5.00675e+03,7.552530,0.627220,11.98,0.59,27,6386.33,1.1615,0.5417,2.12,6.740,206.6473333,-62.0694444,HD 119718,,13 46 35.36,-62 04 10.0,F5V,6380,2.38,140,11.5,,,3.38,131.75,,Y,TYC,WISEA,Simbad
4.736192,206.6495953477346,-62.0686645532905,0.008,0.005,0,5865593822076433152,206.64959108117,0.2669,-62.06867817842,0.3208,2.2065,0.4706,-0.464,0.347,-3.165,0.492,0,2.35020e+03,3.12454e+01,17.260603,,,,,,,,,,0,,,,,,206.6473333,-62.0694444,HD 119718,,13 46 35.36,-62 04 10.0,F5V,6380,2.38,140,11.5,,,3.38,131.75,,Y,TYC,WISEA,Simbad
7.427337,206.6447353952192,-62.0711105073900,0.002,0.002,90,5865593822076431232,206.64473539522,2.3579,-62.07111050739,1.7889,,,,,,,0,4.86910e+02,2.05710e+01,18.969744,,,,,,,,,,0,,,,,,206.6473333,-62.0694444,HD 119718,,13 46 35.36,-62 04 10.0,F5V,6380,2.38,140,11.5,,,3.38,131.75,,Y,TYC,WISEA,Simbad
8.267663,206.6425076210232,-62.0690382184840,0.007,0.005,0,5865593822064344448,206.64246713423,0.1813,-62.06905548939,0.1828,0.2935,0.3544,-4.405,0.350,-4.011,0.429,0,8.65906e+02,2.61110e+00,18.344690,6.48525e+02,3.53617e+01,18.321571,1.46400e+03,6.10277e+01,16.848064,1.473507,,,0,,,,,,206.6473333,-62.0694444,HD 119718,,13 46 35.36,-62 04 10.0,F5V,6380,2.38,140,11.5,,,3.38,131.75,,Y,TYC,WISEA,Simbad
0.341420,207.4770960848004,-50.2399649477027,0.003,0.002,0,6093660880442332928,207.47690136178,0.0473,-50.24005614997,0.0964,8.7770,0.1188,-28.925,0.150,-21.182,0.195,1,8.93589e+06,4.15113e+03,8.310521,5.47136e+06,7.16420e+03,8.506150,5.01679e+06,5.68190e+03,8.010856,0.495295,,,0,7038.76,0.2060,0.0815,1.43,4.506,207.4769583,-50.24,HD 120326,,13 49 54.47,-50 14 24.0,F0V,6840,1.41,160,6.0,85,21.29,30.69,107.41,,Y,TYC,WISEA,Simbad
8.612898,207.4806851165271,-50.2397938899129,0.004,0.002,0,6093660880439954944,207.48068511653,2.0410,-50.23979388991,3.6177,,,,,,,0,3.29324e+02,3.18110e+00,19.394306,4.81829e+02,5.39630e+01,18.644156,5.30096e+02,5.62543e+01,17.951033,0.693123,,,0,,,,,,207.4769583,-50.24,HD 120326,,13 49 54.47,-50 14 24.0,F0V,6840,1.41,160,6.0,85,21.29,30.69,107.41,,Y,TYC,WISEA,Simbad
0.562417,207.6675640163339,-31.2064076379067,0.003,0.002,0,6171969129358847744,207.66734024121,0.0647,-31.20658504812,0.0733,11.5163,0.0851,-44.453,0.142,-41.205,0.186,0,3.13531e+07,1.51957e+04,6.947665,1.98488e+07,6.08686e+04,7.107054,1.63661e+07,5.21441e+04,6.727059,0.379995,,,0,7342.47,0.6237,0.3037,1.88,9.264,207.6674167,-31.2065,HD 120534,,13 50 40.18,-31 12 23.4,A5V,7140,1.51,90,22.1,,,4.56,67.0,a,Y,TYC,WISEA,Simbad
0.183759,208.3784260585185,-80.2728594779117,0.001,0.001,0,5785159323802720512,208.37815266192,0.0294,-80.27289349442,0.0288,6.9278,0.0288,-10.728,0.053,-7.901,0.058,0,1.74631e+07,4.20461e+03,7.583061,1.05694e+07,1.27574e+04,7.791264,9.73901e+06,1.80514e+04,7.290633,0.500631,15.51,2.14,13,6850.25,,,2.67,14.093,208.3781667,-80.2728333,HD 120160,,13 53 30.76,-80 16 22.2,F0IV/V,6750,2.58,60,76.2,,,1.21,138.31,,Y,TYC,WISEA,Simbad
0.287964,208.7916483822453,-50.7452626878065,0.003,0.003,0,6090407803495351296,208.79146817232,0.0602,-50.74535114584,0.0742,7.7407,0.0892,-26.485,0.167,-20.545,0.178,1,6.89673e+06,2.62072e+03,8.591757,4.07601e+06,7.02767e+03,8.825801,4.00996e+06,1.02785e+04,8.254070,0.571731,9.84,0.55,5,6527.58,0.7105,0.3550,1.65,4.452,208.7915417,-50.7453056,HD 121189,,13 55 09.97,-50 44 43.1,F3V,6660,1.46,150,6.7,,,4.88,118.76,,Y,TYC,WISEA,Simbad
8.863383,208.7925001681530,-50.7429194215611,0.002,0.001,0,6090407803495352832,208.79250016815,0.9099,-50.74291942156,1.7683,,,,,,,0,2.75384e+02,2.03492e+00,19.588518,3.20839e+02,1.83478e+01,19.085672,4.68691e+02,2.93482e+01,18.084703,1.000969,,,0,,,,,,208.7915417,-50.7453056,HD 121189,,13 55 09.97,-50 44 43.1,F3V,6660,1.46,150,6.7,,,4.88,118.76,,Y,TYC,WISEA,Simbad
0.049597,209.0831896165185,-54.1324250649188,0.002,0.002,90,6064911571962616576,209.08298078530,0.0780,-54.13251377098,0.0697,8.3211,0.0899,-28.418,0.160,-20.603,0.147,0,4.78504e+07,2.16908e+04,6.488651,3.44412e+07,1.59268e+05,6.508691,2.14593e+07,1.80437e+05,6.432880,0.075811,,,0,9451.00,0.3650,0.1810,,,209.0832083,-54.1324167,HIP 68080,,13 56 19.97,-54 07 56.7,A1V,8110,3.43,160,20.5,,,0.65,139.86,,Y,TYC,WISEA,Simbad
1.897780,209.0833441459031,-54.1318955825342,0.002,0.002,0,6064911571962617216,209.08319443669,0.0650,-54.13197768613,0.0573,7.6276,0.0754,-20.373,0.121,-19.069,0.127,1,1.96589e+07,1.86315e+04,7.454466,1.25608e+07,2.44859e+06,7.603842,7.57931e+06,1.36383e+06,7.562845,0.040997,,,0,7684.67,,,2.07,13.481,209.0832083,-54.1324167,HIP 68080,,13 56 19.97,-54 07 56.7,A1V,8110,3.43,160,20.5,,,0.65,139.86,,Y,TYC,WISEA,Simbad
3.870230,209.3172387226246,23.3623216130321,0.002,0.001,90,1251629409372044032,209.31568592767,0.0362,23.36164114543,0.0326,29.1915,0.0477,-331.084,0.100,-158.047,0.079,0,8.92499e+06,4.46231e+03,8.311847,4.32999e+06,9.21469e+03,8.760170,6.43139e+06,1.67636e+04,7.741159,1.019012,-15.50,0.29,6,5123.00,0.0893,0.0385,0.85,0.446,209.3161667,23.3618889,HD 121812,,13 57 15.88,+23 21 42.8,:G7,5500,0.85,55,19.8,,,15.9,37.57,,N,TYC,WISEA,Simbad
0.304914,209.4213580572302,-47.0095138291965,0.002,0.001,0,6095178206488363264,209.42117926148,0.0540,-47.00961327920,0.0476,8.5567,0.0725,-28.316,0.085,-23.098,0.106,0,2.31424e+07,1.40969e+04,7.277344,1.62214e+07,3.40848e+04,7.326170,1.01110e+07,2.19829e+04,7.249929,0.076240,,,0,8985.25,0.0547,0.0363,,,209.42125,-47.0095556,HD 121617,,13 57 41.10,-47 00 34.4,A1V,8710,1.63,140,14.7,85,39.99,93.36,119.44,a,N,TYC,WISEA,Simbad
1.003691,210.6318275323999,31.6608579826571,0.001,0.001,90,1454450340753382272,210.63135012364,0.0344,31.66090102280,0.0284,25.2920,0.0372,-94.379,0.093,9.996,0.057,0,2.91212e+07,6.05946e+03,7.027841,1.62557e+07,2.51921e+04,7.323872,1.79509e+07,4.73208e+04,6.626704,0.697168,1.66,0.16,22,6148.67,0.1547,0.0770,1.17,1.770,210.6315,31.6608611,HD 122652,,14 02 31.56,+31 39 39.1,:F9,6160,1.14,50,40.4,,,1.74,39.29,,Y,TYC,WISEA,Simbad
0.306203,211.1756192634176,-50.0714073174942,0.002,0.001,0,6090684674269292800,211.17543890088,0.0386,-50.07150046862,0.0437,8.1574,0.0557,-26.887,0.089,-21.635,0.104,0,1.68920e+07,6.23874e+03,7.619163,1.15988e+07,2.42734e+04,7.690354,7.76274e+06,1.62098e+04,7.536882,0.153472,,,0,8453.75,0.1655,0.0725,,,211.1755,-50.0714444,HD 122705,,14 04 42.12,-50 04 17.2,A2V,8290,1.43,230,4.3,,,0.86,112.86,,Y,TYC,WISEA,Simbad
9.677903,211.1773913076904,-50.0738430471870,0.005,0.004,0,6090684601249629184,211.17737644005,0.1340,-50.07384011935,0.1648,0.3568,0.2307,-2.216,0.285,0.680,0.324,0,1.85050e+03,1.03560e+01,17.520142,1.47163e+03,8.72739e+01,17.431890,1.82972e+03,4.46861e+01,16.605959,0.825932,,,0,,,,,,211.1755,-50.0714444,HD 122705,,14 04 42.12,-50 04 17.2,A2V,8290,1.43,230,4.3,,,0.86,112.86,,Y,TYC,WISEA,Simbad
0.086509,212.7483741715452,-36.2671629208807,0.002,0.002,0,6121019753393326336,212.74824643854,0.0460,-36.26725547674,0.0548,7.7870,0.0607,-23.920,0.121,-21.497,0.124,0,7.26371e+06,3.46149e+03,8.535469,4.40083e+06,8.13016e+03,8.742553,4.13254e+06,8.24483e+03,8.221376,0.521176,,,0,7001.74,0.5035,0.2717,1.47,4.650,212.748375,-36.2671389,HD 123889,,14 10 59.61,-36 16 01.7,F2V,6710,1.62,120,11.8,,,0.44,132.27,,Y,TYC,WISEA,Simbad
8.398452,212.7456709450089,-36.2663087499061,0.009,0.008,90,6121019749098075520,212.74560922882,0.2986,-36.26638108945,0.3216,0.9907,0.4019,-11.557,0.551,-16.801,0.541,0,9.34683e+02,3.01123e+00,18.261705,3.92029e+02,2.30277e+01,18.868093,1.36780e+03,9.66009e+01,16.921864,1.946230,,,0,,,,,,212.748375,-36.2671389,HD 123889,,14 10 59.61,-36 16 01.7,F2V,6710,1.62,120,11.8,,,0.44,132.27,,Y,TYC,WISEA,Simbad
1.498328,213.9581756998464,-27.3486094288881,0.002,0.002,90,6269944102249012096,213.95748814132,0.0750,-27.34869535403,0.0784,15.9150,0.1080,-141.842,0.154,-19.956,0.151,0,6.14349e+06,2.72167e+03,8.717327,3.21344e+06,4.68264e+03,9.083963,4.12006e+06,7.71263e+03,8.224661,0.859303,-30.27,1.77,3,5737.07,0.0940,0.0587,0.99,0.960,213.9577083,-27.3486389,HD 124718,,14 15 49.85,-27 20 55.1,G5V,5810,0.97,65,18.1,,,18.04,63.17,,N,TYC,WISEA,Simbad
0.249225,214.0708035738258,-53.8172096383360,0.002,0.001,90,5896929521189417216,214.07060355917,0.0421,-53.81729224749,0.0365,7.5841,0.0476,-27.425,0.097,-19.187,0.083,1,6.17359e+06,2.83358e+03,8.712022,3.69723e+06,3.60980e+03,8.931696,3.55819e+06,6.33355e+03,8.383846,0.547850,12.76,3.46,2,6758.49,0.4613,0.2123,1.49,4.154,214.0707083,-53.81725,HD 124619,,14 16 16.97,-53 49 02.1,F0V,6720,1.5,190,4.3,,,1.18,133.33,,Y,TYC,WISEA,Simbad
8.810620,214.0731865215680,-53.8192119699461,0.003,0.002,0,5896917774473453056,214.07318652157,2.0185,-53.81921196995,2.7047,,,,,,,0,4.40876e+02,2.60676e+00,19.077576,5.18816e+02,6.01870e+00,18.563856,7.86714e+02,1.41913e+02,17.522379,1.041477,,,0,,,,,,214.0707083,-53.81725,HD 124619,,14 16 16.97,-53 49 02.1,F0V,6720,1.5,190,4.3,,,1.18,133.33,,Y,TYC,WISEA,Simbad
3.058716,214.0959137057540,46.0883014807503,0.009,0.009,90,1505311442256006912,214.09474517362,0.3136,46.08899032980,0.3201,32.9631,0.2736,-188.230,0.601,159.989,0.572,1,4.37038e+08,1.38965e+06,4.087068,2.85404e+08,9.25591e+05,4.212740,1.86145e+08,9.19472e+05,4.087293,0.125446,,,0,8174.00,0.2662,0.1447,,,214.0949583,46.0888333,lam Boo,,14 16 22.79,+46 05 19.8,A3V,8550,1.79,200,7.6,80,47.73,1.11,30.35,,N,TYC,WISEA,Simbad
0.085928,214.8178319170404,13.0043016309377,0.004,0.004,90,1226844321337777536,214.81829710486,0.1190,13.00416648519,0.1159,38.1262,0.1323,105.273,0.271,-31.389,0.262,0,1.47685e+08,3.77685e+05,5.265028,8.57785e+07,3.41171e+05,5.517942,8.28018e+07,3.29050e+05,4.966821,0.551121,,,0,6554.00,0.3510,0.1810,1.54,3.930,214.8178333,13.0042778,18 Boo,,14 19 16.28,+13 00 15.4,F5IV,6720,1.4,65,34.9,,,0.22,26.09,,Y,TYC,WISEA,Simbad
0.059250,214.8495007262426,-37.0029053480197,0.003,0.003,90,6117782859888638464,214.84924218338,0.0721,-37.00308266806,0.0678,14.5046,0.0807,-47.955,0.181,-41.184,0.177,0,8.05760e+07,9.34125e+04,5.922851,5.68395e+07,8.28963e+04,5.964763,3.61130e+07,7.25275e+04,5.867760,0.097003,,,0,9105.00,0.2650,0.1320,,,214.8495,-37.0028889,HD 125283,,14 19 23.88,-37 00 10.4,A2V,8510,1.96,200,8.2,,,0.28,73.47,,Y,TYC,WISEA,Simbad
4.798474,214.8482767695109,-37.0037957452633,0.002,0.002,0,6117782859883553792,214.84827676951,1.7231,-37.00379574526,1.9986,,,,,,,0,2.03159e+05,4.11093e+03,12.418777,4.38828e+05,1.09720e+04,11.245652,4.29795e+05,3.87114e+04,10.678766,0.566886,,,0,5095.63,,,,,214.8495,-37.0028889,HD 125283,,14 19 23.88,-37 00 10.4,A2V,8510,1.96,200,8.2,,,0.28,73.47,,Y,TYC,WISEA,Simbad
0.547422,215.1393088754766,-37.8852954124416,0.018,0.016,0,6116979288684349056,215.13894914329,0.3996,-37.88534100205,0.4087,14.4582,0.4670,-65.942,1.055,-10.588,1.182,1,4.74470e+08,3.17791e+06,3.997844,3.31918e+08,3.07153e+06,4.048812,1.94342e+08,8.05425e+05,4.040503,0.008310,,,0,9329.67,0.3517,0.1960,,,215.139125,-37.88525,psi Cen,,14 20 33.39,-37 53 06.9,A0IV,9650,4.26,200,23.1,45,456.23,0.3,79.36,,Y,TYC,WISEA,Simbad
0.019277,215.2980781673659,-41.7069204404769,0.001,0.001,90,6103740000452634112,215.29795670965,0.0618,-41.70700329128,0.0420,6.2290,0.0655,-21.060,0.093,-19.243,0.091,1,5.70178e+06,1.59177e+03,8.798340,3.56580e+06,4.58017e+03,8.970996,3.07330e+06,6.83672e+03,8.542910,0.428086,,,0,7217.61,0.3600,0.1810,1.53,5.734,215.2980833,-41.7069167,HD 125541,,14 21 11.54,-41 42 24.9,A9V,7170,1.09,130,7.7,,,2.75,113.25,,Y,TYC,WISEA,Simbad
6.891715,215.3006462955522,-41.7069767383197,0.015,0.011,90,6103740000448436480,215.30064015921,0.5283,-41.70699416360,0.3149,1.4020,0.4688,-1.064,0.994,-4.047,0.726,0,2.90174e+03,1.44376e+01,17.031720,1.89348e+03,6.37085e+01,17.158236,2.62908e+03,9.00888e+01,16.212408,0.945828,,,0,5171.63,,,,,215.2980833,-41.7069167,HD 125541,,14 21 11.54,-41 42 24.9,A9V,7170,1.09,130,7.7,,,2.75,113.25,,Y,TYC,WISEA,Simbad
0.063581,216.1541652521839,-47.1777398339914,0.002,0.002,0,6092860092382069248,216.15401686764,0.0441,-47.17783619657,0.0499,7.5478,0.0678,-23.426,0.124,-22.381,0.132,1,1.99963e+07,6.53402e+03,7.435992,1.41039e+07,1.98701e+04,7.478044,8.77828e+06,1.76657e+04,7.403396,0.074647,,,0,9000.00,0.0685,0.0433,,,216.1541667,-47.1777222,HD 126062,,14 24 37.00,-47 10 39.8,A1V,8770,1.39,150,11.0,55,82.44,4.91,110.37,,Y,TYC,WISEA,Simbad
7.337305,216.1547691876994,-47.1757256287334,0.006,0.001,90,6092860092382070144,216.15476918770,5.6799,-47.17572562873,1.1573,,,,,,,0,2.89732e+02,3.08277e+00,19.533373,,,,,,,,,,0,,,,,,216.1541667,-47.1777222,HD 126062,,14 24 37.00,-47 10 39.8,A1V,8770,1.39,150,11.0,55,82.44,4.91,110.37,,Y,TYC,WISEA,Simbad
7.632605,216.1535979539720,-47.1798068257903,0.021,0.014,90,6092860092380797568,216.15359795397,20.8558,-47.17980682579,13.5471,,,,,,,0,2.54697e+02,5.64570e+00,19.673306,,,,,,,,,,0,,,,,,216.1541667,-47.1777222,HD 126062,,14 24 37.00,-47 10 39.8,A1V,8770,1.39,150,11.0,55,82.44,4.91,110.37,,Y,TYC,WISEA,Simbad
0.301270,216.7731475196743,-47.2393737854225,0.001,0.001,90,6092201450556437632,216.77297005781,0.0314,-47.23948093780,0.0304,8.3031,0.0403,-27.984,0.077,-24.887,0.075,1,1.25842e+06,1.71572e+03,10.438805,6.01715e+05,2.52454e+03,10.902911,9.30287e+05,2.86100e+03,9.840378,1.062533,7.01,0.64,8,5329.55,0.5457,0.2680,1.02,0.752,216.7730417,-47.2394167,CD-46 9327,,14 27 05.53,-47 14 21.9,G9V,5320,1.18,400,0.4,,,6.33,132.0,a,Y,TYC,WISEA,Simbad
3.293373,217.6919623273917,63.1857866753806,0.001,0.001,90,1667027548045598208,217.69026778920,0.0368,63.18582627029,0.0355,31.5342,0.0372,-177.539,0.076,9.194,0.062,0,7.62747e+07,3.55388e+04,5.982415,4.48690e+07,7.10227e+04,6.221522,4.44071e+07,1.26575e+05,5.643289,0.578234,,,0,6519.19,0.1243,0.0662,1.35,2.967,217.6910833,63.1866111,HD 127821,,14 30 45.86,+63 11 11.8,F4IV,5210,1.16,200,1.8,30,82.07,10.47,31.78,,Y,TYC,WISEA,Simbad
0.050565,218.0194761971515,38.3082502444008,0.010,0.009,0,1487434040318624256,218.01883794521,0.2790,38.30890200410,0.2958,37.4047,0.3618,-116.321,0.558,151.376,0.634,1,1.34228e+09,9.87978e+06,2.868761,6.73794e+08,1.15644e+07,3.280070,5.86354e+08,2.23395e+06,2.841521,0.438549,,,0,6273.75,,,5.16,37.202,218.0194583,38.30825,gam Boo,,14 32 04.67,+38 18 29.7,A7IV,7530,3.38,60,124.1,,,0.13,26.6,,Y,TYC,WISEA,Simbad
3.305834,218.3702833736367,52.9087908184112,0.001,0.001,0,1605198298364601088,218.36891576288,0.0196,52.90985850150,0.0216,75.5094,0.0242,-191.561,0.039,247.973,0.044,0,3.25745e+07,5.55618e+03,6.906171,1.41680e+07,1.98423e+04,7.473120,2.53782e+07,6.11502e+04,6.250767,1.222353,11.07,0.13,24,4786.33,0.1385,0.0630,0.75,0.263,218.369375,52.9095278,HD 128165,,14 33 28.65,+52 54 34.3,K3V,5000,0.71,200,1.0,,,0.9,13.21,,N,TYC,WISEA,Simbad
2.561192,218.6700715868679,29.7451288016606,0.007,0.006,0,1284257623084916480,218.67100764490,0.1467,29.74569378858,0.1584,63.8633,0.2303,188.762,0.366,131.222,0.437,1,3.58178e+08,9.53979e+05,4.303118,2.06240e+08,2.20291e+05,4.565456,1.95495e+08,4.06367e+05,4.034083,0.531373,0.55,0.17,30,6720.00,0.0890,0.0428,1.36,3.398,218.67075,29.7455278,sig Boo,,14 34 40.98,+29 44 43.9,F4V,6740,1.31,220,2.8,20,347.42,0.41,15.83,,N,TYC,WISEA,Simbad
3.699607,219.0023364013417,9.7465148909084,0.002,0.002,0,1176209886733406592,219.00322916123,0.0533,9.74543683490,0.0589,61.2111,0.0740,204.360,0.115,-250.390,0.116,0,2.56136e+07,1.26632e+04,7.167188,1.14778e+07,2.11255e+04,7.701737,1.96567e+07,4.61358e+04,6.528142,1.173595,-9.62,0.15,4,4863.47,0.1520,0.0760,0.78,0.308,219.003,9.7457222,HD 128311,,14 36 00.72,+09 44 44.6,K3V,5050,0.73,75,7.8,,,0.33,16.5,,Y,TYC,WISEA,Simbad
0.279962,219.1838853068559,-40.2115804778906,0.003,0.003,90,6104959942962995840,219.18375162784,0.1272,-40.21167657772,0.1018,7.0040,0.1615,-23.710,0.202,-22.320,0.183,0,9.84537e+07,1.16222e+05,5.705285,7.45006e+07,2.16698e+05,5.670990,3.76784e+07,1.51342e+05,5.821689,-0.150699,,,0,8868.67,0.1240,0.0635,,,219.1837917,-40.2116111,HR 5449,,14 36 44.11,-40 12 41.8,B8V,12050,2.91,250,15.7,,,0.08,147.49,,Y,TYC,WISEA,Simbad
0.213987,219.4592725126767,-54.9614533727102,0.001,0.001,0,5894194318558985984,219.45908741110,0.0246,-54.96156320668,0.0292,8.5428,0.0382,-24.683,0.084,-25.510,0.084,1,1.47490e+06,3.21528e+03,10.266459,6.82350e+05,5.08277e+03,10.766371,1.11189e+06,7.52927e+03,9.646766,1.119605,,,0,4996.58,,,1.25,0.882,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
5.147666,219.4570111970926,-54.9608266211990,0.004,0.004,0,5894194318558986880,219.45698385797,0.0826,-54.96083124052,0.1247,0.0293,0.1658,-3.646,0.257,-1.073,0.264,0,2.69759e+03,4.04938e+00,17.110926,1.53552e+03,1.94153e+02,17.385752,4.25619e+03,4.02888e+02,15.689368,1.696384,,,0,,,,,,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
7.466482,219.4556565793771,-54.9618788500743,0.001,0.001,90,5894194318543610624,219.45565657938,0.7371,-54.96187885007,0.6671,,,,,,,0,2.17325e+02,2.25299e+00,19.845589,1.52142e+02,1.26251e+01,19.895770,3.18805e+02,2.53310e+01,18.503109,1.392660,,,0,,,,,,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
9.164310,219.4572981653432,-54.9592027055918,0.001,0.001,0,5894194318558988032,219.45727323449,0.0276,-54.95920859541,0.0325,0.0883,0.0435,-3.325,0.090,-1.368,0.091,0,9.73190e+03,6.58861e+00,15.717873,2.89041e+03,2.60540e+01,16.698990,1.05184e+04,7.39039e+01,14.707044,1.991946,,,0,3755.75,1.3972,0.6920,,,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
9.294811,219.4628418244789,-54.9630213491649,0.001,0.001,90,5894147383128135296,219.46284182448,1.1286,-54.96302134916,0.8712,,,,,,,0,1.36287e+02,1.63630e+00,20.352228,,,,,,,,,,0,,,,,,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
9.523684,219.4624104361906,-54.9634023216536,0.004,0.003,0,5894147383128135168,219.46241043619,3.3988,-54.96340232165,3.7105,,,,,,,0,2.28859e+02,3.17495e+00,19.789448,2.56535e+02,2.78331e+01,19.328522,4.50298e+02,4.15818e+01,18.128170,1.200352,,,0,,,,,,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
9.902550,219.4616340042112,-54.9591279175572,0.002,0.002,90,5894194314220769024,219.46161309745,0.0433,-54.95914341593,0.0531,1.1294,0.0714,-2.788,0.135,-3.600,0.134,0,3.88608e+03,3.10091e+00,16.714588,1.46466e+03,1.38444e+01,17.437044,3.61259e+03,1.82284e+01,15.867374,1.569670,,,0,4336.65,0.7517,0.3703,0.72,0.166,219.4592083,-54.9615,TYC8683-242-1,,14 37 50.21,-54 57 41.4,K1V(e),5210,0.76,240,0.8,,,14.81,79.28,a,N,TYC,WISEA,Simbad
