angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.661933,255.0261623661613,-54.5971772469736,0.003,0.002,90,5917719984738398848,255.02610523679,0.1139,-54.59748687723,0.0745,18.7793,0.1278,-7.687,0.162,-71.914,0.136,0,1.08137e+08,1.17588e+05,5.603427,7.18235e+07,1.02799e+05,5.710722,5.22470e+07,8.56553e+04,5.466767,0.243955,,,0,8148.00,0.5397,0.2630,,,255.0261667,-54.5973611,HD 153053,,17 00 06.28,-54 35 50.5,A5IV-V,7820,1.82,160,10.1,50,104.1,1.31,51.81,,Y,TYC,WISEA,Simbad
7.779636,255.0247377129846,-54.5953649502634,0.004,0.003,90,5917719984731037184,255.02473771298,4.2134,-54.59536495026,2.9495,,,,,,,0,5.50511e+03,3.51272e+01,16.336450,8.94303e+03,5.89481e+02,15.472676,7.29459e+03,2.46373e+02,15.104418,0.368258,,,0,5095.63,,,,,255.0261667,-54.5973611,HD 153053,,17 00 06.28,-54 35 50.5,A5IV-V,7820,1.82,160,10.1,50,104.1,1.31,51.81,,Y,TYC,WISEA,Simbad
8.752579,255.0223321546256,-54.5963730520373,0.002,0.001,90,5917719984738399104,255.02228889204,0.0651,-54.59639307938,0.0425,0.0937,0.0727,-5.821,0.106,-4.652,0.078,0,1.16981e+04,3.43706e+01,15.518073,7.37937e+03,3.63650e+02,15.681339,1.27333e+04,3.99338e+02,14.499568,1.181771,,,0,5143.45,,,,,255.0261667,-54.5973611,HD 153053,,17 00 06.28,-54 35 50.5,A5IV-V,7820,1.82,160,10.1,50,104.1,1.31,51.81,,Y,TYC,WISEA,Simbad
0.584903,255.0674270285824,-46.4113094637368,0.002,0.002,0,5963157749401339648,255.06720029178,0.0658,-46.41148123918,0.0775,3.8973,0.0779,-36.309,0.120,-39.896,0.126,0,1.16399e+06,3.04173e+02,10.523491,4.89377e+05,4.38137e+02,11.127279,9.56872e+05,1.00136e+03,9.809786,1.317493,-33.81,0.46,9,4725.75,,,2.83,3.588,255.06725,-46.4114167,TYC8327-1661-1,,17 00 16.14,-46 24 41.1,:K5,4650,0.66,190,0.9,,,18.29,56.89,a,N,TYC,WISEA,Simbad
0.078686,257.5431289900873,-60.7287717699360,0.001,0.001,0,5914096303621755520,257.54375492116,0.0348,-60.72623479147,0.0356,72.7317,0.0467,71.081,0.053,589.230,0.061,0,2.71944e+07,5.64084e+03,7.102166,1.25351e+07,1.88683e+04,7.606066,2.04843e+07,2.70741e+04,6.483368,1.122697,6.27,0.15,17,5013.00,0.0240,0.0080,0.63,0.224,257.543125,-60.72875,HD 154577,,17 10 10.35,-60 43 43.5,K2.5V,5070,0.62,85,5.1,,,0.2,13.62,,Y,TYC,WISEA,Simbad
0.440390,260.2109034373118,-45.4208324122239,0.002,0.002,90,5952702871347477120,260.21081592119,0.0519,-45.42100518887,0.0625,8.9484,0.0769,-14.267,0.102,-40.129,0.100,1,2.41741e+07,1.33681e+04,7.229990,1.68296e+07,3.38386e+04,7.286204,1.08438e+07,1.81882e+04,7.173962,0.112242,,,0,8788.50,0.1107,0.0650,,,260.2108333,-45.4209444,TYC8341-414-1,,17 20 50.60,-45 25 15.4,A0V,8390,1.73,190,7.8,90,35.17,78.45,118.34,,N,TYC,WISEA,Simbad
8.475283,260.2126801450899,-45.4189791895856,0.002,0.002,0,5952702871347587456,260.21268014509,2.0986,-45.41897918959,2.1288,,,,,,,0,6.21286e+02,1.05469e+01,18.705137,,,,,,,,,,0,,,,,,260.2108333,-45.4209444,TYC8341-414-1,,17 20 50.60,-45 25 15.4,A0V,8390,1.73,190,7.8,90,35.17,78.45,118.34,,N,TYC,WISEA,Simbad
9.050975,260.2138277353458,-45.4223241320100,0.003,0.002,90,5952702866992702080,260.21382530861,0.1104,-45.42233037446,0.0782,0.2872,0.0974,-0.396,0.224,-1.450,0.130,0,5.83282e+03,9.96141e+00,16.273670,3.14848e+03,7.24337e+01,16.606134,5.02074e+03,3.33671e+01,15.510001,1.096133,,,0,5002.25,,,,,260.2108333,-45.4209444,TYC8341-414-1,,17 20 50.60,-45 25 15.4,A0V,8390,1.73,190,7.8,90,35.17,78.45,118.34,,N,TYC,WISEA,Simbad
9.244204,260.2143133049370,-45.4217366186069,0.016,0.009,0,5952702871347588096,260.21431330494,9.2388,-45.42173661861,15.6834,,,,,,,0,2.48469e+02,3.20731e+00,19.700188,,,,,,,,,,0,,,,,,260.2108333,-45.4209444,TYC8341-414-1,,17 20 50.60,-45 25 15.4,A0V,8390,1.73,190,7.8,90,35.17,78.45,118.34,,N,TYC,WISEA,Simbad
9.470152,260.2074900577709,-45.4221333661799,0.001,0.000,90,5952703077506019968,260.20749005777,0.8200,-45.42213336618,0.3424,,,,,,,0,8.76136e+02,8.95321e+00,18.331936,1.33988e+03,5.39559e+02,17.533726,1.18544e+03,1.38947e+01,17.077223,0.456503,,,0,,,,,,260.2108333,-45.4209444,TYC8341-414-1,,17 20 50.60,-45 25 15.4,A0V,8390,1.73,190,7.8,90,35.17,78.45,118.34,,N,TYC,WISEA,Simbad
9.857244,260.2070608571462,-45.4202471749639,0.002,0.002,90,5952703077461546368,260.20706085715,2.2423,-45.42024717496,1.7884,,,,,,,0,1.96102e+02,3.29310e+00,19.957160,,,,,,,,,,0,,,,,,260.2108333,-45.4209444,TYC8341-414-1,,17 20 50.60,-45 25 15.4,A0V,8390,1.73,190,7.8,90,35.17,78.45,118.34,,N,TYC,WISEA,Simbad
0.489126,261.0274463221886,22.9602817502395,0.002,0.001,0,4569194055841164160,261.02724281956,0.0383,22.96011848539,0.0496,23.3936,0.0662,-43.521,0.093,-37.920,0.123,0,1.03106e+08,8.84586e+04,5.655159,6.72951e+07,1.02687e+05,5.781430,5.14874e+07,7.19243e+04,5.482667,0.298763,,,0,7618.67,0.3560,0.1770,1.57,7.484,261.0273333,22.9601944,73 Her,,17 24 06.56,+22 57 36.7,A7V,7590,1.55,200,5.1,90,25.67,4.66,42.69,,Y,TYC,WISEA,Simbad
0.341700,261.2176664720286,-18.8592191767617,0.002,0.001,90,4122561575010929152,261.21764876237,0.0549,-18.85935372204,0.0445,9.9496,0.0596,-3.892,0.110,-31.249,0.077,0,8.50574e+06,2.63096e+03,8.364086,4.90282e+06,5.50919e+03,8.625274,5.12279e+06,1.01820e+04,7.988154,0.637120,-7.72,0.65,6,6322.81,0.5645,0.3005,1.52,3.329,261.217625,-18.8593056,HD 157587,,17 24 52.23,-18 51 33.5,F5V,6370,1.58,80,23.4,,,35.37,107.41,,N,TYC,WISEA,Simbad
4.935683,261.2189730101364,-18.8598080394914,0.009,0.008,90,4122561574982192256,261.21900982838,0.1828,-18.85979826339,0.1492,0.2021,0.1888,8.092,0.595,2.271,0.502,0,4.21316e+03,3.41183e+01,16.626846,5.26891e+03,4.16992e+02,16.047085,6.44954e+03,1.86448e+02,15.238098,0.808987,,,0,5095.63,,,,,261.217625,-18.8593056,HD 157587,,17 24 52.23,-18 51 33.5,F5V,6370,1.58,80,23.4,,,35.37,107.41,,N,TYC,WISEA,Simbad
9.236593,261.2156034439612,-18.8575958624858,0.013,0.008,90,4122561574992773376,261.21560344396,12.7674,-18.85759586249,7.9742,,,,,,,0,4.01325e+02,7.25743e+00,19.179625,3.50715e+02,1.36735e+01,18.989004,4.80605e+02,5.18657e+01,18.057450,0.931555,,,0,,,,,,261.217625,-18.8593056,HD 157587,,17 24 52.23,-18 51 33.5,F5V,6370,1.58,80,23.4,,,35.37,107.41,,N,TYC,WISEA,Simbad
0.051296,261.2504094619069,67.3067083726557,0.001,0.001,0,1637110042813188608,261.24447274341,0.0254,67.30672886465,0.0234,78.1653,0.0266,-531.958,0.050,4.734,0.053,0,6.18652e+07,1.30264e+04,6.209749,3.05454e+07,6.22495e+04,6.639025,4.29439e+07,1.10738e+05,5.679666,0.959359,-38.48,0.15,13,5344.00,,,0.75,0.416,261.2504167,67.3066944,HD 158633,,17 25 00.10,+67 18 24.1,K0V,5420,0.75,300,0.5,55,17.13,1.08,12.8,,Y,TYC,WISEA,Simbad
0.324581,261.3139169461192,-40.5335545629852,0.002,0.001,90,5960082277995425792,261.31386148028,0.0552,-40.53370576817,0.0469,9.5511,0.0546,-9.791,0.099,-35.119,0.080,1,2.68100e+06,2.04415e+03,9.617625,1.44613e+06,3.69725e+03,9.950870,1.74447e+06,3.98165e+03,9.157764,0.793106,-14.77,1.67,4,5784.33,0.0600,0.0403,1.07,1.160,261.313875,-40.5336389,HD 323410,,17 25 15.33,-40 32 01.1,:G2,5920,0.97,215,1.7,,,4.7,98.4,a,N,TYC,WISEA,Simbad
9.725702,261.3165414780330,-40.5318524555768,0.012,0.010,90,5960082273644413184,261.31654049167,0.4719,-40.53185005701,0.3163,2.1537,0.4831,-0.174,0.805,0.557,0.649,0,1.35833e+03,1.00239e+01,17.855848,1.21500e+03,2.55248e+02,17.639946,1.94051e+03,1.93774e+02,16.542128,1.097818,,,0,,,,,,261.313875,-40.5336389,HD 323410,,17 25 15.33,-40 32 01.1,:G2,5920,0.97,215,1.7,,,4.7,98.4,a,N,TYC,WISEA,Simbad
0.320051,261.4223039287242,60.0483972051610,0.003,0.003,0,1435825026095907072,261.42223202287,0.0950,60.04850055946,0.0955,10.1650,0.1025,-8.338,0.208,24.005,0.212,0,1.06183e+08,1.14070e+05,5.623223,7.57163e+07,1.18446e+05,5.653414,4.62877e+07,1.89810e+05,5.598255,0.055160,,,0,9212.00,0.2753,0.1310,,,261.4222083,60.0484722,HR 6511,,17 25 41.33,+60 02 54.5,A1V,8860,2.8,110,42.3,,,0.12,96.89,,Y,TYC,WISEA,Simbad
0.671168,262.2068941859952,0.3306245557673,0.003,0.003,90,4373966832796402048,262.20661661734,0.1003,0.33070768943,0.1132,15.7570,0.1611,-64.466,0.201,19.308,0.175,1,1.38281e+08,2.54620e+05,5.336457,8.75952e+07,2.57125e+05,5.495187,6.97812e+07,2.84013e+05,5.152574,0.342614,,,0,7459.67,,,2.80,21.935,262.2067083,0.3306389,HD 158352,,17 28 49.61,+00 19 50.3,A8V,7400,2.6,60,92.2,,,0.95,59.63,,Y,TYC,WISEA,Simbad
0.010070,262.9565801220546,28.4075001077401,0.002,0.002,0,4595353602128483072,262.95661641411,0.0550,28.40761478646,0.0676,11.9914,0.0716,7.414,0.119,26.635,0.133,0,1.04674e+08,9.22840e+04,5.638766,7.56341e+07,1.61450e+05,5.654594,4.39388e+07,9.58616e+04,5.654800,-0.000206,,,0,9675.00,0.2720,0.1377,,,262.9565833,28.4075,78 Her,,17 31 49.58,+28 24 27.0,A1V,9280,2.19,75,78.2,30,489.02,6.14,82.03,,N,TYC,WISEA,Simbad
0.084031,263.0620011498053,11.9300511148560,0.002,0.002,90,4493602768870654336,263.06200948689,0.0530,11.93012280389,0.0576,6.8676,0.0733,1.895,0.112,16.650,0.105,0,5.28253e+07,2.47141e+04,6.381261,3.79190e+07,5.76801e+04,6.404245,2.26164e+07,5.83373e+04,6.375863,0.028382,,,0,9300.00,0.2385,0.1195,,,263.062,11.9300278,HR 6532,,17 32 14.88,+11 55 48.1,B9.5V,8950,2.7,170,17.4,35,410.85,14.82,135.31,,N,TYC,WISEA,Simbad
1.137808,263.3743555365124,-5.7448032443326,0.003,0.002,90,4170156100434293120,263.37417405687,0.0916,-5.74521435722,0.0802,21.3539,0.1148,-41.938,0.173,-95.484,0.144,0,1.12325e+08,1.76683e+05,5.562176,7.42473e+07,2.25385e+05,5.674686,5.44990e+07,3.44058e+05,5.420950,0.253737,,,0,7907.00,0.3722,0.1883,1.69,10.009,263.3742083,-5.7450833,HD 159170,,17 33 29.81,-05 44 42.3,A4III-IV,7840,1.72,160,9.6,,,0.43,48.09,,Y,TYC,WISEA,Simbad
1.580255,264.5229817531154,-54.5004362403085,0.006,0.005,0,5921246427739258112,264.52260441878,0.1585,-54.50107860603,0.2200,24.1856,0.1643,-50.892,0.321,-149.194,0.378,0,1.59136e+08,3.16432e+05,5.183945,1.03133e+08,2.10987e+05,5.317891,7.56073e+07,2.53545e+05,5.065510,0.252381,,,0,7876.00,0.5197,0.2575,1.78,11.022,264.5227917,-54.5008611,HD 159492,,17 38 05.47,-54 30 03.1,A5IV/V,7830,1.88,170,9.2,90,33.16,2.34,44.56,,Y,TYC,WISEA,Simbad
2.330810,265.0992729916184,-49.4155844732154,0.007,0.007,90,5946685759563224960,265.09995974831,0.2800,-49.41634049789,0.2473,47.1011,0.2908,103.768,0.469,-175.592,0.429,1,2.75630e+08,6.74071e+05,4.587548,1.55630e+08,2.18371e+05,4.871155,1.52246e+08,1.34716e+06,4.305557,0.565598,4.54,0.21,18,6575.00,0.6137,0.2490,1.69,4.805,265.0997083,-49.4161667,lam Ara,,17 40 23.93,-49 24 58.2,F4V,6570,1.61,50,64.9,,,0.04,21.45,,N,TYC,WISEA,Simbad
0.405577,265.6264812065384,-28.7487780440620,0.001,0.001,90,4060180026897207552,265.62647012470,0.0465,-28.74895617946,0.0440,11.3778,0.0566,-2.257,0.090,-41.373,0.073,0,5.46488e+06,1.14046e+04,8.844414,2.79805e+06,1.71428e+04,9.234250,3.73749e+06,1.88852e+04,8.330468,0.903782,-5.89,0.24,2,5744.75,0.6000,0.2930,1.30,1.671,265.6264583,-28.7488889,V2384 Oph,,17 42 30.35,-28 44 56.0,G5V,5760,1.22,125,6.0,,,18.85,78.0,,N,TYC,WISEA,Simbad
4.783111,265.6279143048296,-28.7492573578561,0.004,0.003,90,4060180026897206400,265.62791012620,0.1222,-28.74925589930,0.1285,0.8491,0.1729,-0.851,0.234,0.339,0.207,0,5.03240e+03,3.60610e+01,16.433928,3.61423e+03,2.32747e+02,16.456350,7.74382e+03,2.06360e+02,15.039532,1.416819,,,0,5143.45,,,,,265.6264583,-28.7488889,V2384 Oph,,17 42 30.35,-28 44 56.0,G5V,5760,1.22,125,6.0,,,18.85,78.0,,N,TYC,WISEA,Simbad
0.210478,266.1888269705157,-39.8484203828143,0.001,0.001,90,5958109681059207680,266.18877924957,0.0508,-39.84854851592,0.0424,6.9886,0.0604,-8.509,0.089,-29.760,0.070,0,7.43866e+06,3.67418e+03,8.509628,4.56687e+06,1.05954e+04,8.702342,4.15459e+06,1.41966e+04,8.215601,0.486741,4.07,3.21,3,7044.60,0.7920,0.4095,1.63,5.918,266.1887917,-39.8484722,TYC7889-407-1,,17 44 45.31,-39 50 54.5,F0V,6720,1.42,195,3.9,,,9.0,114.54,,N,TYC,WISEA,Simbad
5.923712,266.1884848836133,-39.8501007283483,0.002,0.001,90,5958109616718911360,266.18848488361,1.5482,-39.85010072835,1.1171,,,,,,,0,5.62766e+02,6.65823e+00,18.812546,,,,,,,,,,0,,,,,,266.1887917,-39.8484722,TYC7889-407-1,,17 44 45.31,-39 50 54.5,F0V,6720,1.42,195,3.9,,,9.0,114.54,,N,TYC,WISEA,Simbad
8.410003,266.1915421478554,-39.8474730212963,0.007,0.003,90,5958109616709615744,266.19154214786,7.4708,-39.84747302130,3.4580,,,,,,,0,1.14459e+03,5.69883e+00,18.041737,8.31472e+02,1.19181e+00,18.051770,1.28137e+03,5.20882e+01,16.992733,1.059036,,,0,,,,,,266.1887917,-39.8484722,TYC7889-407-1,,17 44 45.31,-39 50 54.5,F0V,6720,1.42,195,3.9,,,9.0,114.54,,N,TYC,WISEA,Simbad
8.592871,266.1918587603398,-39.8480815061554,0.019,0.019,0,5958109616718776448,266.19185876034,18.9020,-39.84808150616,19.0434,,,,,,,0,3.16070e+02,2.90755e+00,19.438908,6.41735e+02,9.76466e+01,18.333000,7.52834e+02,2.19909e+01,17.570173,0.762827,,,0,,,,,,266.1887917,-39.8484722,TYC7889-407-1,,17 44 45.31,-39 50 54.5,F0V,6720,1.42,195,3.9,,,9.0,114.54,,N,TYC,WISEA,Simbad
9.783131,266.1876085554983,-39.8510334372145,0.009,0.008,90,5958109513630401024,266.18759348778,0.2591,-39.85105400956,0.2492,0.1324,0.2943,-2.687,0.571,-4.778,0.498,0,7.35846e+02,2.23385e+00,18.521399,4.80189e+02,2.16713e+01,18.647856,7.98089e+02,3.36398e+01,17.506792,1.141064,,,0,,,,,,266.1887917,-39.8484722,TYC7889-407-1,,17 44 45.31,-39 50 54.5,F0V,6720,1.42,195,3.9,,,9.0,114.54,,N,TYC,WISEA,Simbad
0.842942,266.9731628202311,2.7072588828279,0.016,0.015,90,4472097420944264192,266.97306608319,0.5200,2.70695816511,0.4960,33.2896,0.5731,-22.443,1.030,-69.844,0.953,0,6.54096e+08,3.11458e+06,3.649263,4.29559e+08,1.54575e+06,3.768831,2.66267e+08,1.60769e+06,3.698628,0.070203,,,0,8488.00,0.1440,0.0800,,,266.973125,2.7070278,gam Oph,,17 47 53.55,+02 42 25.3,A1V,8920,2.13,85,54.6,,,1.02,31.51,,Y,TYC,WISEA,Simbad
1.401272,268.3091059529448,6.1014213170400,0.004,0.004,0,4473968166959087104,268.30855686760,0.1362,6.10171835755,0.1465,32.4661,0.1780,-126.807,0.272,68.990,0.282,0,1.03576e+08,1.59649e+05,5.650218,6.04609e+07,1.53316e+05,5.897701,5.96664e+07,3.68292e+05,5.322596,0.575106,-26.23,0.54,7,6543.00,0.4000,0.2095,1.52,3.801,268.30875,6.1015833,HD 162917,,17 53 14.10,+06 06 05.7,F4IV-V,6620,1.44,150,6.5,50,58.97,2.96,31.12,,N,TYC,WISEA,Simbad
1.158055,269.0837594091182,62.6100645893982,0.002,0.002,0,1436561046051723648,269.08324767295,0.0580,62.61049314327,0.0680,12.3799,0.0650,-54.679,0.132,99.535,0.136,0,1.77028e+07,4.13183e+03,7.568261,9.32545e+06,9.68441e+03,7.927214,1.16410e+07,1.78532e+04,7.096941,0.830273,-12.51,0.71,9,5725.33,,,2.17,4.577,269.083375,62.6103333,HD 164330,,17 56 20.01,+62 36 37.2,:G2,5900,1.93,40,98.0,,,10.09,76.56,,N,TYC,WISEA,Simbad
0.292752,270.6280875362079,58.6272659488391,0.001,0.001,0,2152139190687051008,270.62797952963,0.0294,58.62737192308,0.0339,10.8333,0.0292,-13.060,0.065,24.613,0.075,0,3.48068e+07,1.14256e+04,6.834205,2.36839e+07,3.86545e+04,6.915257,1.60019e+07,4.68107e+04,6.751492,0.163765,,,0,8373.50,0.2870,0.1510,,,270.628,58.6273333,HD 165459,,18 02 30.72,+58 37 38.4,A1V,8200,1.62,95,28.2,,,0.6,88.8,,Y,TYC,WISEA,Simbad
1.508835,270.7642071373828,-51.6490094889888,0.001,0.001,0,6702775135228913280,270.76422340608,0.0410,-51.64938018869,0.0450,20.1552,0.0498,2.344,0.073,-86.098,0.078,0,3.28808e+07,9.52337e+03,6.896009,1.92768e+07,2.64959e+04,7.138800,1.91700e+07,3.58460e+04,6.555368,0.583432,-0.09,0.41,6,6542.70,0.1575,0.0848,1.38,3.131,270.7648333,-51.6491667,HD 164249,,18 03 03.56,-51 38 57.0,F6V,6450,1.35,85,18.1,,,7.93,48.14,,Y,TYC,WISEA,Simbad
5.103400,270.7670891794501,-51.6489421913814,0.001,0.001,90,6702775508886369408,270.76712959504,0.0420,-51.64935124950,0.0422,20.1749,0.0504,5.824,0.075,-95.007,0.071,0,2.22118e+05,1.53498e+02,12.321905,4.58209e+04,2.31209e+02,13.698729,2.81024e+05,7.07193e+02,11.140063,2.558665,,,0,3761.68,2.3440,1.1645,,,270.7648333,-51.6491667,HD 164249,,18 03 03.56,-51 38 57.0,F6V,6450,1.35,85,18.1,,,7.93,48.14,,Y,TYC,WISEA,Simbad
0.482974,271.7562672069889,30.5622118097710,0.028,0.020,0,4590758227637479040,271.75588216379,0.5817,30.56263953176,0.8637,53.9769,0.6434,-77.006,1.267,99.342,1.778,0,1.05432e+07,1.42754e+04,8.130937,,,,,,,,,,0,,,,,,271.7563333,30.5623333,b Her,,18 07 01.52,+30 33 44.4,F7V,6100,1.25,50,43.4,,,0.15,15.64,,N,TYC,WISEA,Simbad
1.213548,271.7566246551920,30.5621081473156,0.003,0.003,0,4590758227640885248,271.75612695861,0.0820,30.56233941837,0.0967,63.5358,0.1059,-99.536,0.172,53.714,0.177,0,2.08054e+08,4.45753e+05,4.892928,1.13727e+08,3.71631e+05,5.211727,1.28271e+08,6.29143e+05,4.491598,0.720130,-0.17,0.15,19,6009.00,0.1670,0.1027,1.31,2.013,271.7563333,30.5623333,b Her,,18 07 01.52,+30 33 44.4,F7V,6100,1.25,50,43.4,,,0.15,15.64,,N,TYC,WISEA,Simbad
0.276679,273.5436745727346,-32.7929211407862,0.002,0.001,90,4045698423617983488,273.54369245457,0.0580,-32.79314827518,0.0528,13.8111,0.0642,3.491,0.111,-52.754,0.087,0,2.04497e+06,4.24271e+03,9.911651,7.68671e+05,5.06726e+03,10.637036,1.84122e+06,9.71027e+03,9.099154,1.537883,,,0,4254.00,,,1.44,0.609,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
6.129280,273.5425285657686,-32.7943701938419,0.001,0.001,90,4045698428032980480,273.54252856577,1.3012,-32.79437019384,1.0781,,,,,,,0,5.31828e+03,4.00900e+01,16.373938,4.98152e+03,4.78180e+02,16.107985,7.54647e+03,7.39650e+02,15.067561,1.040423,,,0,5095.63,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
6.233334,273.5418747308985,-32.7938837314155,0.026,0.020,90,4045698427959633664,273.54185973806,0.8054,-32.79390226348,0.6945,0.3069,0.6436,-2.927,1.689,-4.304,1.258,0,4.07049e+02,2.94789e+00,19.164250,7.28819e+02,1.78541e+02,18.194840,9.06635e+02,5.05921e+01,17.368340,0.826500,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
6.661051,273.5426302082064,-32.7912488736342,0.024,0.022,90,4045698496676905344,273.54266012076,0.7506,-32.79127395583,0.9740,0.5977,1.3609,5.840,1.563,-5.826,1.402,0,2.81237e+02,2.08280e+00,19.565685,4.64041e+02,7.37822e+00,18.684998,6.08699e+02,5.17979e+00,17.800913,0.884085,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
7.307924,273.5432529386612,-32.7909058077300,0.001,0.001,90,4045698496676903424,273.54325293866,1.2837,-32.79090580773,1.0934,,,,,,,0,5.22065e+02,6.82645e+00,18.894054,4.09512e+02,1.97191e+01,18.820720,8.18688e+02,1.37149e+01,17.479124,1.341597,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
7.840351,273.5411521802330,-32.7921640550670,0.028,0.024,0,4045698496676913408,273.54110173125,1.2151,-32.79215789145,1.4346,11.1133,1.6246,-9.850,1.575,1.432,1.806,0,3.19053e+02,8.47051e+00,19.428710,,,,,,,,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
8.328220,273.5456956008306,-32.7914338870784,0.004,0.003,90,4045698427957388160,273.54569560083,4.0862,-32.79143388708,3.3761,,,,,,,0,6.41107e+02,1.33162e+01,18.671040,1.21691e+03,1.35626e+02,17.638247,1.88427e+03,2.75062e+02,16.574060,1.064186,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
8.663157,273.5421558026582,-32.7908308239447,0.007,0.005,0,4045698496676919424,273.54215580266,5.2538,-32.79083082394,6.7929,,,,,,,0,2.18623e+02,3.21772e+00,19.839125,,,,,,,,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
8.833879,273.5450946495869,-32.7908173622192,0.016,0.014,90,4045698427957404032,273.54508581630,0.5820,-32.79083851169,0.5708,-1.2207,0.7206,-1.725,1.063,-4.912,0.913,0,2.79031e+02,2.72399e+00,19.574234,,,,,,,,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
9.326078,273.5466219059968,-32.7924850372442,0.018,0.016,90,4045698427957360640,273.54660578244,0.6668,-32.79251214027,0.6983,-5.9205,0.9315,-3.148,1.182,-6.295,1.015,0,1.01366e+03,1.34266e+01,18.173635,7.89225e+02,1.56601e+01,18.108387,1.22225e+03,4.89633e+01,17.044022,1.064365,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
9.442580,273.5432733033306,-32.7903067387382,0.009,0.007,90,4045698496676911232,273.54327434714,0.3087,-32.79031762391,0.2948,0.9700,0.3630,0.204,0.550,-2.528,0.465,0,5.49009e+02,2.15938e+00,18.839417,,,,,,,,,,0,,,,,,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
0.710541,274.7221425968039,-11.0104514679194,0.001,0.001,90,4154315294676538752,274.72241770553,0.0464,-11.01037781523,0.0490,8.8278,0.0696,62.720,0.090,17.106,0.074,0,4.22768e+06,1.96326e+03,9.123110,2.34503e+06,3.00991e+04,9.426018,3.12800e+06,4.75260e+04,8.523753,0.902265,,,0,5549.50,,,1.60,2.180,274.7223333,-11.0103889,HD 168161,,18 18 53.36,-11 00 37.4,:G5,5710,0.89,275,1.0,,,0.07,58.31,a,N,TYC,WISEA,Simbad
0.962837,274.7843408015062,71.5178553786035,0.001,0.001,0,2266513894902202368,274.78352753072,0.0249,71.51801761167,0.0247,18.8710,0.0226,-59.879,0.042,37.680,0.046,0,4.45264e+07,1.15357e+04,6.566821,2.58647e+07,4.38884e+04,6.819620,2.58078e+07,5.76201e+04,6.232543,0.587077,-43.05,0.27,18,6502.00,0.7060,0.3730,1.73,4.837,274.7835,71.5178333,HD 169666,,18 19 08.04,+71 31 04.2,F2V,6540,1.68,180,5.1,,,2.11,53.21,,Y,TYC,WISEA,Simbad
