angDist,JNAME,ra,dec,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,_RAJ2000,_DEJ2000
3.518640,J024736.70+415416.0,41.902927,+41.904454,0.580,0.519,126,16.351,16.548,12.747,9.104,,,,0.092,0.378,,,,,,424142401241006218,0000,0,1nnn,ACUU,,41.9036266705938,25.4371240136978
2.279590,J024927.45+422151.8,42.364410,+42.364412,0.302,0.281,119,15.489,15.543,12.723,9.170,16.398,15.668,15.503,0.052,0.154,,,0.145,,0.209,424142401241022514,0000,0,0nnn,ABUU,0.471,42.3639018697436,25.5699956554915
4.886232,J024935.22+422341.7,42.396779,+42.394933,0.293,0.267,121,15.455,15.504,12.648,8.822,16.364,15.807,15.545,0.050,0.150,,,0.134,0.181,0.223,424142401241022506,0000,0,1nnn,ABUU,0.264,42.396228536479,25.6574153758683
0.734038,J025142.70+425539.3,42.927918,+42.927585,0.803,0.725,126,16.706,16.414,12.784,8.717,,,,0.127,,,,,,,424142401241039622,0000,0,0nnn,BUUU,,42.9277442069245,25.5650224626468
4.273926,J025111.85+424751.4,42.799388,+42.797639,0.329,0.304,123,15.776,15.440,12.782,9.232,16.010,15.615,15.943,0.058,0.131,,,0.098,0.164,,424142401241033521,0000,0,0nnn,ABUU,0.424,42.7987198436006,25.5341161001651
4.670485,J025023.31+423551.8,42.597128,+42.597723,0.110,0.107,109,13.330,13.323,12.794,8.710,14.070,13.493,13.445,0.026,0.035,,,0.026,0.033,0.033,424142401241031184,0000,0,nnnn,AAUU,0.092,42.598519120906,25.6609015145731
3.831792,J025029.22+423723.4,42.621775,+42.623173,0.524,0.481,125,16.185,16.343,12.783,9.213,,,,0.085,0.310,,,,,,424142401241031914,0000,0,0nnn,ABUU,,42.6221437151061,25.7922798406757
4.955857,J025121.39+425016.5,42.839130,+42.837919,0.800,0.719,118,17.048,15.696,12.658,9.191,,,,0.154,0.168,,,,,,424142401241033687,0000,0,nnnn,BBUU,,42.8373940552667,26.0329185509216
3.572496,J024915.03+421839.9,42.312652,+42.311101,0.438,0.400,122,16.067,15.800,12.773,9.195,,,,0.073,0.189,,,,,,424142401241022659,0000,0,0nnn,ABUU,,42.3113548981784,26.1378647665274
2.647907,J024903.81+421600.7,42.265901,+42.266866,0.288,0.265,124,15.441,15.362,12.756,9.145,16.465,15.682,15.487,0.051,0.128,,,0.143,0.178,0.211,424142401241022461,0000,0,0nnn,ABUU,0.219,42.2668938424719,26.6337501475876
2.045652,J025017.74+423423.8,42.573945,+42.573281,0.671,0.622,114,16.518,16.975,12.823,9.235,,,,0.106,0.539,,,,,,424142401241032115,0000,0,1nnn,ACUU,,42.5738445929369,26.6947719492698
2.472890,J025010.11+423230.2,42.542148,+42.541741,0.589,0.527,124,16.403,16.720,12.738,9.139,,,,0.092,,,,,,,424142401241022911,0000,0,0nnn,AUUU,,42.5413661814841,26.8237900670167
3.195618,J024702.38+414540.4,41.759956,+41.761243,0.909,0.817,118,16.834,16.693,12.111,9.209,,,,0.140,,,,,,,424142401241008191,0000,0,nnnn,BUUU,,41.7604275338922,26.4806868766948
2.873700,J024728.60+415213.9,41.869206,+41.870535,0.098,0.094,0,12.824,12.847,12.514,8.854,13.238,12.921,12.878,0.025,0.028,0.434,,0.027,0.033,0.025,424142401241005528,0000,0,11nn,AACU,0.059,41.8699913851112,26.8046825365105
0.564129,J024838.83+420941.9,42.161804,+42.161653,0.116,0.116,173,13.550,13.597,12.802,9.133,13.856,13.596,13.441,0.027,0.039,,,0.026,0.031,0.042,424142401241011111,0000,0,nnnn,AAUU,0.104,42.1616034695369,27.0860944936915
3.539924,J025735.87+442357.1,44.399498,+44.399206,0.085,0.083,12,12.218,12.289,11.436,8.847,13.047,12.415,12.300,0.023,0.026,0.160,,0.023,0.022,0.021,436143901241038920,0000,0,01nn,AABU,0.039,44.3985165757139,25.1882557504123
4.172757,J025757.72+442930.5,44.490533,+44.491828,0.181,0.169,115,14.592,14.566,12.340,9.179,15.600,14.839,14.558,0.036,0.069,,,0.057,0.087,0.077,436143901241039195,0000,0,11nn,AAUU,0.051,44.4921092246241,25.2257829390217
2.211546,J030049.55+451219.5,45.206474,+45.205417,0.914,0.834,124,17.043,16.109,12.218,9.219,,,,0.160,0.253,,,,,,447145401241016230,0000,0,nnnn,BBUU,,45.2056984687772,25.768746285893
3.081914,J025745.03+442616.1,44.437644,+44.437819,1.031,0.930,120,17.122,16.735,12.725,9.265,,,,0.169,0.424,0.500,,,,,436143901241040147,0000,0,nnnn,BCCU,,44.4370684720179,25.80031364706
1.184579,J025643.68+441056.8,44.182031,+44.182445,0.273,0.250,116,15.382,15.527,12.743,9.171,16.198,15.420,15.339,0.047,0.149,0.503,,0.092,0.106,0.169,436143901241035252,0000,0,11nn,ABCU,0.249,44.1821226992509,25.8252500782715
4.559742,J025600.76+440019.1,44.003183,+44.005330,0.950,0.855,117,17.057,16.352,12.109,9.070,,,,0.161,0.301,,,,,,436143901241022239,0000,0,nnnn,BBUU,,44.0047446088205,25.817344176339
1.884175,J030008.21+450200.0,45.034243,+45.033359,1.095,1.007,115,17.195,16.997,12.755,9.262,,,,0.174,0.504,,,,,,447145401241016119,0000,0,nnnn,BCUU,,45.033749849288,26.0442894476503
2.811253,J030010.96+450241.1,45.045677,+45.044759,0.896,0.825,118,16.918,16.828,12.816,8.807,,,,0.138,,,,,,,447145401241016183,0000,0,nnnn,BUUU,,45.0455335550862,26.0828872572718
2.198017,J025945.24+445619.8,44.938528,+44.938856,0.216,0.193,125,14.878,15.044,12.667,8.895,15.280,14.803,14.670,0.039,0.095,,,0.056,0.074,0.090,447145401241004920,0000,0,nnnn,AAUU,0.375,44.9382725024695,26.3603385229381
0.550966,J025908.92+444714.5,44.787184,+44.787369,0.188,0.178,128,14.261,14.309,12.063,9.000,15.022,14.516,14.595,0.037,0.070,,,0.045,0.060,0.097,447145401241004204,00P0,0,00nn,AAUU,0.535,44.7872174332994,26.9582489961321
1.685586,J030506.43+461639.4,46.276820,+46.277635,0.928,0.854,120,16.908,16.979,12.052,9.114,16.665,16.365,16.904,0.146,,,,0.131,0.216,,458146901241003587,0000,0,0nnn,BUUU,0.472,46.2773132540281,26.1662644545159
4.566600,J030738.29+465442.4,46.909555,+46.911779,0.490,0.446,119,15.902,16.098,12.685,9.294,16.290,16.081,15.946,0.082,0.238,,,0.112,0.187,0.245,458146901241020878,0000,0,0nnn,ABUU,0.368,46.9109149256795,26.6564797585948
3.592905,J030652.00+464257.3,46.716705,+46.715926,0.290,0.272,123,15.481,15.918,12.624,9.036,16.038,15.437,15.189,0.050,0.202,,,0.093,0.111,0.139,458146901241018682,0000,0,0nnn,ABUU,0.411,46.7169136841704,26.8543623705675
2.852915,J030410.38+460233.8,46.043273,+46.042724,1.138,1.019,116,17.162,16.544,12.363,8.926,,,,0.190,0.355,,,,,,468145401241047779,0000,0,nnnn,BBUU,,46.0423044758047,26.5506317116814
4.165195,J030828.95+470713.5,47.120641,+47.120418,0.253,0.233,125,15.014,15.011,12.790,9.219,15.548,15.127,14.951,0.047,0.097,,,0.048,0.072,0.092,480146901241030885,0000,0,00nn,AAUU,0.346,47.1195380276067,26.7348002453911
4.648657,J030934.53+472341.5,47.393896,+47.394889,0.601,0.546,122,16.452,16.484,12.603,9.229,,,,0.096,0.335,,,,,,480146901241033628,0000,0,0nnn,ABUU,,47.3936118797681,26.9950920896635
4.423355,J030807.52+470200.1,47.031343,+47.033386,1.202,1.081,124,17.156,16.578,12.548,8.509,,,,0.188,,,,,,,480146901241029830,0000,0,nnnn,BUUU,,47.0323824687284,27.0780161706671
4.691526,J030801.62+470016.1,47.006755,+47.004483,0.115,0.112,112,13.641,13.762,12.687,8.568,14.210,13.850,13.667,0.026,0.041,0.483,,0.029,0.031,0.040,480146901241028560,0000,0,11nn,AACU,0.140,47.0050018752773,27.1334556848913
3.026036,J030947.54+472658.5,47.448099,+47.449588,0.073,0.069,22,9.596,9.702,9.610,8.850,10.534,9.897,9.718,0.023,0.020,0.036,,0.018,0.017,0.019,480146901241046445,0000,0,000n,AAAU,0.115,47.4490365768548,27.2382405221276
3.116096,J030216.11+453405.3,45.567165,+45.568139,0.122,0.092,142,12.390,12.447,12.537,8.656,13.218,12.602,12.468,0.029,0.032,0.535,,0.025,0.026,0.021,447145401241019269,0000,0,nnnn,AACU,0.296,45.5683607262287,26.7777882367252
4.523491,J030217.79+453434.4,45.574139,+45.576227,0.139,0.133,90,14.082,14.216,12.745,9.149,14.514,14.182,14.102,0.029,0.054,,,0.032,0.041,0.047,447145401241019668,0000,0,11nn,AAUU,0.162,45.5752271937934,27.6731927086815
1.752182,J030527.15+462150.3,46.363166,+46.363974,0.217,0.199,119,15.129,15.348,12.874,9.207,16.079,15.275,15.149,0.040,0.110,,,0.096,0.100,0.133,458146901241002710,0000,0,01nn,ABUU,0.010,46.3635811967221,27.7757232064234
4.379734,J030403.95+460105.9,46.016478,+46.018324,0.214,0.201,123,14.948,15.038,12.543,8.858,15.877,15.167,14.993,0.040,0.097,,,0.072,0.086,0.107,468145401241047025,0000,0,01nn,AAUU,0.342,46.0172234182716,27.9729786933791
3.173531,J030407.50+460149.5,46.031286,+46.030439,0.151,0.144,143,14.235,14.208,12.804,9.256,15.452,14.855,14.679,0.031,0.055,,,0.055,0.075,0.087,468145401241046796,0000,0,00nn,AAUU,0.660,46.0301085641361,28.0957324312208
3.950541,J030407.50+460149.5,46.031286,+46.030439,0.151,0.144,143,14.235,14.208,12.804,9.256,15.452,14.855,14.679,0.031,0.055,,,0.055,0.075,0.087,468145401241046796,0000,0,00nn,AAUU,0.660,46.0315237612354,28.0977336952744
3.500588,J030520.64+462003.5,46.336009,+46.334309,0.407,0.378,127,15.900,15.697,12.519,9.180,16.080,15.909,15.495,0.070,0.164,,,0.081,0.141,0.165,458146901241003048,0000,0,1nnn,ABUU,0.362,46.3349511122928,28.4468368830648
1.362369,J025611.34+440252.2,44.047252,+44.047847,0.056,0.053,155,8.619,8.056,4.530,1.452,10.077,9.793,9.406,0.023,0.020,0.015,0.018,0.023,0.023,0.018,436143901241020949,0000,0,0010,AAAA,0.046,44.0475223278949,26.7812156115284
3.977029,J025539.16+435442.7,43.913188,+43.911873,0.805,0.735,119,16.837,16.994,12.588,8.714,,,,0.130,0.507,,,,,,436143901241024148,0000,0,nnnn,BCUU,,43.9116780331945,26.8720984425899
3.351291,J025539.16+435442.7,43.913188,+43.911873,0.805,0.735,119,16.837,16.994,12.588,8.714,,,,0.130,0.507,,,,,,436143901241024148,0000,0,nnnn,BCUU,,43.9127482172001,26.873215680538
4.341385,J025407.56+433150.7,43.531521,+43.530772,0.336,0.308,117,15.600,16.104,12.735,9.087,15.846,15.527,15.639,0.056,0.246,,,0.067,0.127,0.222,436143901241013967,0000,0,0nnn,ABUU,0.119,43.5301205777002,26.6158569188948
3.060285,J025400.43+433003.6,43.501823,+43.501027,0.699,0.639,116,16.560,16.601,12.745,9.163,,,,0.108,,,,,,,436143901241014372,0000,0,0nnn,AUUU,,43.5018758357879,26.6609538487864
4.866652,J025355.88+432858.3,43.482868,+43.482862,0.219,0.176,174,14.107,13.954,12.185,8.891,15.028,14.374,14.288,0.044,0.058,,,0.050,0.062,0.068,436143901241011595,0000,0,nnnn,AAUU,0.238,43.4817698076441,26.6809715720934
4.123575,J025322.58+432033.0,43.344090,+43.342508,0.098,0.097,6,13.020,13.072,12.598,9.216,13.734,13.226,13.079,0.025,0.031,0.441,,0.029,0.030,0.035,436143901241005793,0000,0,00nn,AACU,0.055,43.3425150206732,26.7154117952774
1.490061,J025427.76+433658.9,43.615701,+43.616375,0.272,0.250,126,15.195,15.342,12.759,9.151,,,,0.047,0.142,,,,,,436143901241013926,0000,0,0nnn,ABUU,,43.6160423390344,27.0103924140081
3.539039,J025732.88+442316.7,44.387035,+44.387983,0.622,0.561,120,16.427,16.352,12.378,8.815,,,,0.098,,0.378,,,,,436143901241039832,0000,0,1nnn,AUCU,,44.3869999849614,26.7626003890875
1.533299,J025653.51+441320.6,44.222974,+44.222403,1.145,1.009,115,17.416,16.294,11.820,8.720,,,,0.233,,0.210,,,,,436143901241036151,0000,0,nnnn,BUBU,,44.2228135428524,27.1674262821415
2.918282,J025810.93+443243.8,44.545576,+44.545528,0.808,0.721,117,16.739,16.929,11.790,8.726,,,,0.144,0.536,0.212,,,,,436143901241039992,0000,0,0nnn,BCBU,,44.5448842673744,27.4776907647375
4.879381,J025626.29+440642.4,44.109583,+44.111797,0.292,0.267,120,15.611,15.051,11.689,8.459,,,,0.054,0.096,0.194,0.287,,,,436143901241035619,hh00,0,11nn,AABB,,44.1113784704547,27.1457923928105
4.515241,J025745.03+442616.1,44.437644,+44.437819,1.031,0.930,120,17.122,16.735,12.725,9.265,,,,0.169,0.424,0.500,,,,,436143901241040147,0000,0,nnnn,BCCU,,44.4367428653231,27.5513588668318
0.840749,J025747.07+442646.3,44.446149,+44.446196,0.944,0.849,114,16.826,16.860,12.555,9.176,,,,0.149,,0.417,,,,,436143901241040432,0000,0,nnnn,BUCU,,44.4463687779618,27.7056845037424
2.932068,J025041.92+424033.1,42.674668,+42.675863,0.371,0.347,120,15.790,16.210,12.784,9.179,16.006,15.852,15.116,0.062,0.263,,,0.104,0.210,0.162,424142401241031743,0000,0,1nnn,ABUU,0.338,42.6757686845561,26.8605842052774
4.589737,J025056.61+424408.2,42.735894,+42.735632,0.545,0.502,128,16.178,16.957,12.477,9.157,,,,0.085,,,,,,,424142401241033764,0000,0,1nnn,AUUU,,42.7367436862499,27.0720348528711
3.726083,J025111.85+424751.4,42.799388,+42.797639,0.329,0.304,123,15.776,15.440,12.782,9.232,16.010,15.615,15.943,0.058,0.131,,,0.098,0.164,,424142401241033521,0000,0,0nnn,ABUU,0.424,42.7982579942386,27.1581335387546
3.778222,J025254.44+431343.1,43.226865,+43.228644,1.017,0.940,116,16.948,16.663,12.603,9.077,,,,0.170,0.425,0.474,,,,,436143901241006970,0000,0,nnnn,BCCU,,43.2279809926736,27.4156929639656
3.612862,J025322.58+432033.0,43.344090,+43.342508,0.098,0.097,6,13.020,13.072,12.598,9.216,13.734,13.226,13.079,0.025,0.031,0.441,,0.029,0.030,0.035,436143901241005793,0000,0,00nn,AACU,0.055,43.3427513228927,27.4904177061314
4.850588,J025303.22+431541.0,43.263443,+43.261413,0.779,0.725,119,16.690,16.856,12.119,9.185,,,,0.127,0.523,0.308,,,,,436143901241006845,0000,0,1nnn,BCBU,,43.2626193104131,27.5283306326565
2.963287,J025056.61+424408.2,42.735894,+42.735632,0.545,0.502,128,16.178,16.957,12.477,9.157,,,,0.085,,,,,,,424142401241033764,0000,0,1nnn,AUUU,,42.7363753189082,27.4855064771401
4.385357,J025426.59+433639.9,43.610817,+43.611091,0.123,0.119,120,14.060,13.698,10.074,8.337,16.172,15.651,14.798,0.029,0.040,0.050,0.268,0.116,0.147,0.118,436143901241013667,0000,0,110n,AAAB,0.566,43.611975153491,27.3977135984783
3.607143,J025329.57+432228.5,43.373230,+43.374592,0.275,0.255,120,15.356,15.330,12.319,9.162,,,,0.049,0.128,,,,,,436143901241006211,0000,0,1nnn,ABUU,,43.3746078099944,27.5964473326848
4.517199,J025600.76+440019.1,44.003183,+44.005330,0.950,0.855,117,17.057,16.352,12.109,9.070,,,,0.161,0.301,,,,,,436143901241022239,0000,0,nnnn,BBUU,,44.0046401690961,27.7109172538798
4.381561,J025303.22+431541.0,43.263443,+43.261413,0.779,0.725,119,16.690,16.856,12.119,9.185,,,,0.127,0.523,0.308,,,,,436143901241006845,0000,0,1nnn,BCBU,,43.2619312767253,27.7946503409122
4.634810,J025218.21+430428.2,43.075911,+43.074503,0.088,0.083,10,11.689,11.750,11.779,9.185,12.079,11.777,11.741,0.024,0.024,0.217,,0.023,0.032,0.022,424142401241038581,0000,0,11nn,AABU,0.044,43.0757869722167,27.9789359369811
4.760752,J025354.45+432843.6,43.476882,+43.478787,0.720,0.654,118,16.670,16.366,12.729,9.007,,,,0.114,,,,,,,436143901241012484,0000,0,1nnn,BUUU,,43.478700284982,28.2791561493207
2.780640,J025413.15+433322.0,43.554819,+43.556131,0.434,0.393,118,16.006,15.657,12.000,9.194,,,,0.072,0.168,,,,,,436143901241014178,0000,0,1nnn,ABUU,,43.5557333980199,28.5919169248247
1.631590,J025916.51+444910.0,44.818802,+44.819468,0.141,0.136,130,13.888,13.975,12.012,8.865,14.270,13.883,13.776,0.030,0.050,,,0.029,0.033,0.043,447145401241004135,0000,0,11nn,AAUU,0.043,44.8194395459604,27.5349654709845
3.911527,J030123.76+452102.7,45.349032,+45.350776,0.769,0.680,135,16.653,16.438,12.264,9.187,,,,0.115,,,,,,,447145401241022672,0000,0,1nnn,BUUU,,45.3505412764315,28.0733712494788
2.081502,J025908.92+444714.5,44.787184,+44.787369,0.188,0.178,128,14.261,14.309,12.063,9.000,15.022,14.516,14.595,0.037,0.070,,,0.045,0.060,0.097,447145401241004204,00P0,0,00nn,AAUU,0.535,44.7868434722219,28.0729919562082
2.057448,J030003.26+450045.4,45.013610,+45.012622,0.421,0.385,125,15.761,16.423,12.636,8.952,16.115,15.605,15.546,0.070,0.303,,,0.101,0.144,0.199,447145401241015738,0000,0,0nnn,ABUU,0.188,45.0129826169203,28.4043956046188
3.781242,J025932.33+445300.4,44.884740,+44.883468,0.514,0.475,115,16.113,16.008,12.483,8.989,16.760,16.059,16.892,0.089,0.241,,,0.135,0.195,,447145401241004793,0000,0,0nnn,ABUU,0.797,44.8832813732207,28.4813940089465
1.114701,J030436.99+460916.8,46.154147,+46.154690,1.037,0.926,121,17.047,16.527,12.827,9.212,,,,0.172,0.354,,,,,,468145401241047626,0000,0,nnnn,BBUU,,46.1545222233107,28.4065075213408
1.352368,J030410.38+460233.8,46.043273,+46.042724,1.138,1.019,116,17.162,16.544,12.363,8.926,,,,0.190,0.355,,,,,,468145401241047779,0000,0,nnnn,BBUU,,46.0430737033433,28.9187589605551
3.646549,J030123.76+452102.7,45.349032,+45.350776,0.769,0.680,135,16.653,16.438,12.264,9.187,,,,0.115,,,,,,,447145401241022672,0000,0,1nnn,BUUU,,45.3503155071088,28.4604766676519
3.561206,J030111.51+451758.8,45.297996,+45.299689,0.185,0.174,132,14.770,15.003,12.844,9.267,15.515,15.093,14.738,0.035,0.098,,,,,0.095,447145401241021324,0000,0,00nn,AAUU,0.081,45.2989874325531,28.6183886623552
4.991347,J030237.28+453927.8,45.655370,+45.657728,0.206,0.196,129,14.882,14.570,12.743,9.097,16.862,15.709,15.346,0.039,0.075,,,0.185,0.144,0.158,447145401241036929,0000,0,11nn,AAUU,0.423,45.6572095721354,28.7330494879259
0.613783,J025810.93+443243.8,44.545576,+44.545528,0.808,0.721,117,16.739,16.929,11.790,8.726,,,,0.144,0.536,0.212,,,,,436143901241039992,0000,0,0nnn,BCBU,,44.545407083987,28.3369818262787
4.023372,J025623.59+440555.4,44.098317,+44.098747,0.170,0.158,133,14.413,14.105,12.107,8.516,16.426,15.388,15.017,0.035,0.052,0.297,,0.114,0.116,0.134,436143901241035223,hh00,0,11nn,AABU,0.222,44.097716489627,28.4049739280928
3.514848,J025710.75+441735.4,44.294829,+44.293188,1.553,1.369,113,18.070,16.905,11.786,8.698,,,,0.486,,0.215,,,,,436143901241036485,0000,0,nnnn,CUBU,,44.2939083426743,29.1936728545752
1.932288,J025916.51+444910.0,44.818802,+44.819468,0.141,0.136,130,13.888,13.975,12.012,8.865,14.270,13.883,13.776,0.030,0.050,,,0.029,0.033,0.043,447145401241004135,0000,0,11nn,AAUU,0.043,44.8195497718648,29.098010932344
1.678925,J030010.27+450234.4,45.042805,+45.042907,0.648,0.593,123,16.545,16.712,12.809,9.066,,,,0.103,0.390,,,,,,447145401241015888,0000,0,0nnn,ACUU,,45.0432512374994,29.0175797366001
3.820735,J030228.73+453716.3,45.619725,+45.621220,0.078,0.075,7,11.256,11.313,11.111,9.172,12.004,11.478,11.342,0.022,0.022,0.116,,0.019,0.017,0.020,447145401241036527,0000,0,11nn,AABU,0.061,45.6212419060029,29.3173592779137
4.924176,J032226.88+503637.6,50.612037,+50.610466,0.818,0.705,110,16.651,16.101,11.887,8.595,,,,0.135,,0.241,,,,,510149901241050029,0000,0,0nnn,BUBU,,50.611827189401,24.8485189148405
2.352922,J032259.49+504448.0,50.747915,+50.746693,0.798,0.724,119,16.498,16.336,12.670,8.974,,,,0.124,,,,,,,500151401241003530,0000,0,1nnn,BUUU,,50.7470223577822,25.2444397362742
2.128187,J032210.44+503240.4,50.543514,+50.544556,0.245,0.228,124,15.162,15.263,12.392,8.706,15.916,15.188,14.978,0.045,0.122,,,0.072,0.094,0.105,510149901241049150,0000,0,0nnn,ABUU,0.274,50.5440933929452,25.7427211926835
4.135288,J032551.52+512745.7,51.464693,+51.462704,0.296,0.274,125,15.274,16.101,12.834,9.220,16.035,15.236,14.968,0.050,0.312,,,0.092,0.104,0.125,524151401241032130,0000,0,0nnn,ABUU,0.083,51.4636511914066,25.7875014427576
0.408099,J032627.48+513652.9,51.614514,+51.614721,0.224,0.211,123,14.813,14.950,12.177,9.276,15.531,14.929,14.864,0.043,0.087,0.276,,0.064,0.079,0.114,524151401241031930,0000,0,01nn,AABU,0.209,51.6146894181651,26.0742620035026
3.599419,J032547.24+512655.5,51.446862,+51.448750,0.213,0.199,149,14.719,14.822,12.111,8.743,15.962,14.953,14.867,0.040,0.099,,,0.096,0.089,0.124,524151401241031811,0000,0,nnnn,AAUU,0.163,51.44826174288,26.0869776126553
2.202630,J032511.56+511757.1,51.298183,+51.299217,0.172,0.163,162,14.081,14.192,12.391,8.696,14.604,14.347,14.055,0.035,0.058,,,0.036,0.059,0.065,524151401241011831,0000,0,nnnn,AAUU,0.199,51.2986950376184,26.2147785789572
1.247341,J032536.71+512410.5,51.402996,+51.402938,0.346,0.315,118,15.403,15.942,12.874,9.157,16.410,15.225,15.318,0.058,0.244,,,0.129,,0.183,524151401241032180,0000,0,0nnn,ABUU,0.477,51.4026616223369,26.3373944779026
2.291674,J032511.56+511757.1,51.298183,+51.299217,0.172,0.163,162,14.081,14.192,12.391,8.696,14.604,14.347,14.055,0.035,0.058,,,0.036,0.059,0.065,524151401241011831,0000,0,nnnn,AAUU,0.199,51.299201010098,26.3494393008405
4.516170,J032028.00+500702.4,50.116697,+50.117360,0.141,0.138,95,13.876,13.903,12.238,9.210,14.501,14.083,13.841,0.032,0.047,,,0.030,0.049,0.051,510149901241029551,0000,0,00nn,AAUU,0.122,50.1161542027244,25.5433354898159
4.724759,J032034.15+500834.0,50.142297,+50.142803,0.580,0.536,115,16.163,16.309,12.406,8.476,,,,0.095,0.320,,,,,,510149901241032795,0000,0,4nnn,ABUU,,50.1415747948803,26.0294946934051
4.340043,J031909.24+494725.3,49.788540,+49.790378,0.089,0.086,34,12.034,12.057,12.266,8.789,13.084,12.357,12.170,0.024,0.025,0.356,,0.022,0.024,0.019,487149901241018244,0000,0,11nn,AACU,0.057,49.7892683256926,26.2516625178643
2.575164,J032143.87+502556.0,50.432830,+50.432238,0.409,0.387,123,16.160,15.734,11.586,8.833,,,,0.076,0.157,0.159,0.334,,,,510149901241034236,0000,0,4nnn,ABBB,,50.4318683922904,26.4085784960504
2.941493,J032438.16+510932.3,51.159041,+51.158992,0.917,0.852,119,16.907,16.938,12.197,9.045,,,,0.169,,,,,,,500151401241022436,0000,0,1nnn,BUUU,,51.1583139197313,26.754728116897
4.774932,J032322.03+505037.1,50.841813,+50.843642,0.347,0.314,128,15.630,15.688,12.790,9.174,16.532,15.415,15.924,0.058,0.185,,,0.140,0.135,,500151401241001002,0000,0,1nnn,ABUU,0.241,50.8438797827261,26.7382115746365
3.533362,J032119.68+501948.6,50.332008,+50.330188,0.475,0.441,122,15.942,16.809,12.305,8.992,16.760,16.326,15.875,0.076,,,,0.155,0.271,0.228,510149901241031912,0000,0,2nnn,AUUU,0.801,50.3307660394751,26.5827493748883
3.775693,J032047.02+501149.9,50.195922,+50.197212,0.328,0.296,122,15.344,15.292,12.541,9.208,16.257,15.982,15.497,0.057,0.122,,,0.108,0.192,0.175,510149901241032388,0000,0,11nn,ABUU,0.678,50.1961758802373,26.6056748288593
2.998438,J032153.63+502822.8,50.473470,+50.473012,0.636,0.573,120,16.267,16.214,12.118,9.223,,,,0.104,,0.271,,,,,510149901241049694,0000,0,1nnn,AUBU,,50.472472705956,26.8541664455321
3.739343,J032251.69+504302.2,50.715398,+50.717292,0.148,0.141,139,14.183,14.239,12.713,9.188,15.004,14.336,14.273,0.031,0.056,,,0.048,0.053,0.071,510149901241048872,0000,0,11nn,AAUU,0.091,50.7169444531664,27.1554900065125
4.073488,J032930.09+522224.4,52.375416,+52.373469,0.564,0.510,115,16.138,16.742,12.447,9.103,,,,0.090,,,,,,,517153001241004016,0000,0,2nnn,AUUU,,52.3744257784779,26.701049482544
0.782605,J032557.76+512925.0,51.490685,+51.490301,0.230,0.213,125,15.091,15.518,12.855,9.214,15.696,15.203,15.134,0.041,0.139,,,0.077,0.107,0.146,524151401241031985,0000,0,1nnn,ABUU,0.142,51.4904735235026,26.6041351381454
4.990843,J032727.43+515143.1,51.864305,+51.861990,0.442,0.396,123,15.821,16.242,12.346,8.942,16.352,15.950,15.403,0.072,,,,0.137,0.191,0.187,524151401241036829,0000,0,0nnn,AUUU,0.419,51.8620632739148,27.1107483487794
4.457793,J032738.12+515440.3,51.908862,+51.911210,0.169,0.162,144,14.366,14.531,12.376,7.925,15.585,14.896,14.741,0.034,0.088,0.492,0.163,0.077,0.083,0.097,524151401241036122,0000,0,01nn,AACB,0.086,51.91046667672,27.1258351883729
4.792479,J033009.97+523222.7,52.541564,+52.539654,0.187,0.177,130,14.446,14.515,12.539,9.169,15.422,14.921,14.602,0.036,0.075,,,0.063,0.083,0.092,517153001241019227,0000,0,00nn,AAUU,0.357,52.5409272008378,27.0002873228388
1.551727,J033045.96+524127.5,52.691519,+52.690993,0.211,0.203,120,14.965,15.119,12.433,9.104,15.558,15.424,15.076,0.040,0.107,,,0.064,0.114,0.118,517153001241021595,0000,0,40nn,AAUU,0.180,52.6914193318734,27.079904965119
3.860997,J033245.79+531133.5,53.190797,+53.192642,0.138,0.131,119,13.835,13.846,12.670,9.152,15.606,14.747,14.419,0.030,0.047,,,0.079,0.067,0.078,542153001241033827,0000,1,11nn,AAUU,1.999,53.1925843488364,27.0839324317807
4.538834,J033122.72+525049.5,52.844704,+52.847090,0.312,0.286,116,15.360,15.821,12.059,9.000,16.267,15.738,15.382,0.054,0.215,0.259,0.407,0.097,0.138,0.135,517153001241024520,0000,0,1nnn,ABBC,0.038,52.8462286362855,27.1933086027318
0.067400,J032821.95+520529.5,52.091499,+52.091534,0.299,0.274,115,15.328,16.105,12.843,9.343,16.666,15.910,15.360,0.050,0.302,,,0.184,0.221,0.184,524151401241052051,0000,0,1nnn,ABUU,0.764,52.0915270468525,27.3100674044101
4.267261,J032940.70+522506.1,52.419611,+52.418369,0.067,0.065,16,8.010,8.066,7.997,8.584,9.051,8.379,8.142,0.023,0.022,0.019,0.347,0.022,0.029,0.024,517153001241002193,0000,0,011n,AAAB,0.142,52.4195536552574,27.3439523485341
4.944973,J032913.08+521825.4,52.304523,+52.307074,0.378,0.358,118,15.678,16.032,12.735,9.281,,,,0.063,0.244,,,,,,517153001241003550,0000,0,0nnn,ABUU,,52.3060879894515,27.4287519352437
